NUVA,label,comment,abstract,instanceOf
VAC0878,TRITANRIX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (entier inactivé)",False,VAC0136
VAC0879,ACELLUVAX,"Vaccin coquelucheux (acellulaire multicomposé, 3 composants, dose standard)",False,VAC1167
VAC0880,"Vaccin pentavalent DTCoqHibP - Diphtérie-Tétanos-Coqueluche-Hib-Polio, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire ou entier inactivé, dose non précisée), anti-Haemophilus influenzae type b (conjugué, sans précision) et poliomyélitique (entier inactivé, trivalent)",True,
VAC0881,"Vaccin Encéphalite Japonaise vivant atténué, sans précision","Vaccin vivant atténué contre l'encéphalite japonaise, souche et plate-forme de production non précisées",True,
VAC0882,CANDID 1,"Vaccin vivant atténué contre la fièvre hémorragique d'Argentine, virus Junin",False,VAC1134
VAC0883,ENTEROVACCINO TIFICO SCLAVO,"Vaccin typhoïdique entier inactivé, par voie orale",False,VAC0817
VAC0884,DIF-PER-TET-ALL CHIRON,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, 3 composants, dose standard)",False,VAC0602
VAC0885,INFLUPOZZI ZONALE,"Vaccin contre la grippe saisonnière inactivé trivalent, cultivé sur oeuf, à antigène de surface",False,VAC0925
VAC0886,MONO OPV1,"Vaccin poliomyélitique (vivant atténué, monovalent) contre les poliovirus 1, par voie orale",False,VAC0853
VAC0887,POLIORAL,"Vaccin poliomyélitique (vivant atténué, trivalent) contre les poliovirus 1, 2 et 3, par voie orale",False,VAC0320
VAC0888,QUATTVAXEM,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae type b (conjugué à l'anatoxine diphtérique) et de l’hépatite B (recombinant)",False,VAC1192
VAC0889,MONO OPV3,"Vaccin poliomyélitique (vivant atténué, monovalent) contre les poliovirus 3, par voie orale",False,VAC0854
VAC0890,NEOTYF,"Vaccin typhoïdique vivant atténué, souche de Salmonella Typhi Ty21a, par voie orale",False,VAC0424
VAC0891,PNEUMOPUR,"Vaccin pneumococcique polyosidique non conjugué, 23-valent, sérotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19F, 19A, 20, 22F, 23F et 33F",False,VAC0339
VAC0892,POLIOVAX-IN,"Vaccin poliomyélitique (entier inactivé, trivalent)",False,VAC0270
VAC0893,VACCINO ANTICOLERICO SCLAVO,"Cholera vaccine, unspecified",False,VAC0144
VAC0894,"Vaccin Adénovirus, sans précision","Vaccin contre les adénovirus, sans précision de type",True,
VAC0895,"Vaccin Encéphalite équine vénézuélienne, sans précision",Vaccin vivant atténué à ARN contre le virus de l'encéphalite équine vénézuélienne,True,
VAC0896,"Vaccin Fièvre Q, sans précision",Vaccin inactivé contre la fièvre Q,True,
VAC0897,"Vaccin Hantavirus, sans précision","Vaccin entier inactivé contre les fièvres hémorragiques avec syndrome rénal (FHSR) causées par un hantavirus, sans précision",True,
VAC0898,"Vaccin Leishmaniose, sans précision",Vaccin contre la leishmaniose,True,
VAC0899,"Vaccin Virus Parainfluenza humains, sans précision",Vaccin contre les virus Parainfluenza humains,True,
VAC0900,PREVENAR 20 (previously APEXXNAR),"Vaccin pneumococcique polyosidique conjugué, 20-valent, adsorbé, sérotypes 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F et 33F - Nouveau nom depuis le 12/03/2024 (auparavant : APEXXNAR)",False,VAC1163
VAC0901,MENCEVAX ACW,"Vaccin polyosidique non conjugué contre les méningocoques des sérogroupes A, C et W",False,VAC1109
VAC0902,"Vaccin Rage type Semple, sans précision","Vaccin rabique entier inactivé, préparé sur tissu cérébral de chèvre ou de mouton infecté par le virus de la rage, inactivé par du phénol ou de la ß-propiolactone, contient de la myéline",True,
VAC0903,"Vaccin Rage type Fuenzalida, sans précision","Vaccin rabique entier inactivé, préparé sur tissu cérébral de souriceau à la mamelle infecté par le virus de la rage, teneur réduite en myéline",True,
VAC0904,"Vaccin Rage préparé sur embryon de canard, sans précision","Vaccin rabique entier inactivé, préparé sur cellules d’embryon de canard, inactivation par la ß-propiolactone",True,
VAC0905,"Vaccin Rage PHKCV, sans précision","Vaccin rabique entier inactivé, préparé en culture primaire de cellules rénales de hamster (PHKCV), souche Beijing, inactivaté par le formol",True,
VAC0906,"Vaccin Zona, sans précision",Vaccin contre le zona,True,
VAC0907,"Vaccin Adénovirus de type 4, sans précision",Vaccin contre les adénovirus de type 4,True,
VAC0908,"Vaccin Adénovirus de type 7, sans précision",Vaccin contre les adénovirus de type 7,True,
VAC0909,"Antitoxine Botulisme, sans précision",Antitoxine  contre le botulisme,True,
VAC0910,"Vaccin Hépatite A, entier inactivé, dose adulte, sans précision","Vaccin entier inactivé contre l'hépatite A, dose adulte",True,
VAC0911,"Vaccin Hépatite A, monovalent, dose pédiatrique, sans précision","Vaccin entier inactivé contre l'hépatite A, dose pédiatrique",True,
VAC0912,"Vaccin Hépatite A, dose pédiatrique, sans précision","Vaccin entier inactivé contre l'hépatite A, dose pédiatrique, formulation non précisée (monovalente ou bivalente avec l'hépatite B)",True,
VAC0913,BIMERVAX,"Vaccin anti-covid 19 à sous-unité protéique, protéine de pointe recombinante, hétérodimère de fusion RBD, avec adjuvant",False,VAC1138
VAC0914,"Vaccin Hépatite B, monovalent, dose pédiatrique, sans précision","Vaccin recombinant contre l'hépatite B, monovalent, dose pédiatrique",True,
VAC0915,"Vaccin Hépatite B, monovalent, dose adulte, sans précision","Vaccin recombinant contre l'hépatite B, monovalent, dose adulte",True,
VAC0916,"Vaccin Hépatite B, monovalent pour les patients dialysés, sans précision","Vaccin recombinant contre l'hépatite B, dose pour patient dialysé",True,
VAC0917,"Vaccin Hépatite E, sans précision",Vaccin recombinant peptidique contre l'hépatite E,True,
VAC0918,"Vaccin Haemophilus influenzae b, PRP-D, sans précision",Vaccin conjugué anti-Hemophilus influenzae de type b composé du PRP (polyribosylribitol phosphate) conjugué à l'anatoxine diphtérique,True,
VAC0919,"Vaccin Haemophilus influenzae b, hbOC, sans précision","Vaccin anti-Haemophilus influenzae type b, oligosides capsulaires (phosphate de polyribosylribitol, PRP) conjugué à la toxine diphtérique mutante CRM197",True,
VAC0920,"Vaccin dT - Diphtérie-Tétanos, sans précision","Vaccin diphtérique (anatoxine, dose réduite) et tétanique (anatoxine)",True,
VAC0921,"Vaccin Encéphalite Japonaise, sans précision",Vaccin contre l'encéphalite japonaise,True,
VAC0922,"Vaccin Adénovirus, type 4 et type 7, vivant atténué, voie orale, sans précision",Vaccin contre les adénovirus de type 7 et 4,True,
VAC0923,"Anticorps monoclonal VRS, sans précision",Anticorps monoclonal contre le virus respiratoire syncytial (VRS),True,
VAC0924,FLUZONE INTRADERMAL,"Vaccin contre la grippe saisonnière inactivé trivalent, haute dose, intradermal",False,VAC1249
VAC0925,"Vaccin Grippe trivalent inactivé, sans précision","Vaccin contre la grippe saisonnière trivalent inactivé, fractionné ou sous-unité, dose normale",True,
VAC0926,FLUCELVAX,"Vaccin contre la grippe saisonnière inactivé trivalent, produit sur culture cellulaire",False,VAC1175
VAC0927,"Vaccin Covid 19 à ARNm, dose pédiatrique, sans précision","Vaccin anti-covid 19 à ARNm, dose pédiatrique",True,
VAC0928,"Vaccin Hépatite A vivant atténué, sans précision",Vaccin vivant atténué contre l'hépatite A,True,
VAC0929,"Vaccin Grippe quadrivalent inactivé, dose pédiatrique, sans précision","Vaccin contre la grippe saisonnière inactivé, quadrivalent, dose pédiatrique",True,
VAC0930,Ad5-nCoV COVID-19 INHALATION VACCINE,"Vaccin anti-covid 19 à vecteur viral non réplicatif, adénovirus de type 5, pour inhalation",False,VAC1135
VAC0931,FLUBLOK QUADRIVALENT,Vaccin contre la grippe saisonnière recombinant quadrivalent,False,VAC0932
VAC0932,"Vaccin Grippe quadrivalent recombinant, sans précision",Vaccin contre la grippe saisonnière recombinant quadrivalent,True,
VAC0933,"TICOVAC 2,7µg","Vaccin entier inactivé contre l'encéphalite à tiques, souche Neudörfl, dose adulte",False,VAC1038
VAC0934,VACCIN OREILLONS AVENTIS PASTEUR MSD,Vaccin vivant atténué contre les oreillons,False,VAC0153
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,"Vaccin rabique entier inactivé, souche WISTAR PM/WI 38-1503-3M, cultivé sur cellules Vero, inactivé par la bêta-propiolactone",False,VAC1116
VAC0936,VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD,"Vaccin pneumococcique polyosidique non conjugué, 23-valent, sérotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F et 33F",False,VAC0339
VAC0937,"Vaccin Botulisme, sans précision",Vaccin contre le botulisme,True,
VAC0938,"Vaccin Grippe quadrivalent, sans précision","Vaccin contre la grippe saisonnière inactivé quadrivalent, à virion fractionné ou à antigène de surface",True,
VAC0939,PREHEVBRIO,"Vaccin recombinant contre l'hépatite B, trois antigènes (HbS, pré-S1 et pré-S2)",False,VAC1145
VAC0940,SPUTNIK-LIGHT,"Vaccin anti-covid 19 à vecteur viral non réplicatif, adénovirus codant la protéine de pointe du SARS-CoV-2",False,VAC1195
VAC0941,"Immunoglobuline Charbon, sans précision",Immunoglobuline contre le charbon,True,
VAC0942,"Vaccin Rage embryon de poulet, sans précision","Vaccin rabique entier inactivé, cultivé sur cellules d’embryon de poulet (PCEC), inactivation par la ß-propiolactone",True,
VAC0943,"Vaccin Rage cellules diploïdes, sans précision","Vaccin rabique entier inactivé, préparé sur culture de cellules diploïdes humaines (HDCV) MRC-5, inactivation par la ß-propiolactone",True,
VAC0944,"Vaccin Choléra entier inactivé, voie orale, sans précision","Vaccin cholérique entier inactivé, par voie orale",True,
VAC0945,"Vaccin Méningocoque sérogroupe inconnu, sans précision",Vaccin Méningocoque avec sérogroupe non précisé,True,
VAC0946,TYPHIDRALL,"Vaccin typhoïdique et paratyphoïdique A et B, entier inactivé",False,VAC0818
VAC0947,IMMU-PHILUS,"Vaccin anti-Haemophilus influenzae type b, polyoside capsulaire (phosphate de polyribosylribitol, PRP) conjugué à la protéine de membrane externe de Neisseria meningitidis sérogroupe B",False,VAC0344
VAC0948,BACITHRAX,"Vaccin acellulaire contre le charbon, 50 microgrammes par dose de 0,5 mL, avec adjuvant",False,VAC1279
VAC0949,IMOVAX BCG,Vaccin contre la tuberculose (vivant atténué),False,VAC0134
VAC0950,IMOVAX DTP,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et poliomyélitique (entier inactivé, trivalent)",False,VAC0088
VAC0951,IMOVAX POLIO ORALE,"Vaccin poliomyélitique (vivant atténué, trivalent) contre les poliovirus 1, 2 et 3, voie orale",False,VAC0320
VAC0952,IMOVAX COLERA,"Vaccin cholérique entier inactivé, injectable",False,VAC0805
VAC0953,PROCOMVAX,"Vaccin contre l'hépatite B et anti-Haemophilus influenzae type b, polyoside capsulaire (phosphate de polyribosylribitol, PRP) conjugué à la protéine de membrane externe de Neisseria meningitidis sérogroupe B",False,VAC1217
VAC0954,JAPANESE ENCEPHALITIS VACCINE,"Vaccin entier inactivé contre l'encéphalite japonaise, préparé sur tissu cérébral murin, souche Nakayama, voie injectable, vaccin de la Korean Green Cross Corporation",False,VAC1196
VAC0955,PULMOVAX,"Vaccin pneumococcique polyosidique non conjugué, 23-valent, sérotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F et 33F",False,VAC0339
VAC0956,VACCINO COLERICO BERNA,"Vaccin cholérique entier inactivé, injectable",False,VAC0805
VAC0957,VACCINO BCG BERNA,Vaccin contre la tuberculose (vivant atténué),False,VAC0134
VAC0958,ADIUGRIP,"Vaccin contre la grippe saisonnière inactivé trivalent, cultivé sur oeuf, à antigène de surface",False,VAC0925
VAC0959,STREPTOPUR,"Vaccin pneumococcique polyosidique non conjugué, 23-valent, sérotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19F, 19A, 20, 22F, 23F et 33F",False,VAC0339
VAC0960,VIATIM,"Vaccin typhoïdique (non conjugué, antigène polyosidique Vi purifié) combiné au vaccin contre l'hépatite A (entier inactivé)",False,VAC1114
VAC0961,ANATOXAL TE N,Vaccin tétanique (anatoxine),False,VAC0132
VAC0962,ANATOXAL DI TE N ADULT,"Vaccin diphtérique (anatoxine, dose réduite) et tétanique (anatoxine)",False,VAC0920
VAC0963,ANATOXAL DI TE PER,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (entier inactivé)",False,VAC0136
VAC0964,ANATOXAL DI,"Vaccin diphtérique (anatoxine, dose réduite)",False,VAC1172
VAC0965,ANATOXAL TE TAB,"Vaccin tétanique (anatoxine), typhoïdique (entier inactivé) et paratyphoïdique A et B (entier inactivé)",False,VAC1194
VAC0966,JYNNEOS,"Vaccin contre la variole de troisième génération, virus modifié de la vaccine d'Ankara, non réplicatif",False,VAC1157
VAC0967,HEPASOMA,"Vaccin entier inactivé contre l'hépatite A, virosomal, dose pédiatrique ou adulte",False,VAC0824
VAC0968,INFLEXAL V,"Vaccin contre la grippe saisonnière inactivé trivalent, à virosome",False,VAC0925
VAC0969,LYSSAVAC N BERNA,"Vaccin rabique entier inactivé, préparé sur culture de cellules Vero,  inactivé par la bêta-propiolactone",False,VAC1116
VAC0970,TETATOX,Vaccin tétanique (anatoxine),False,VAC0132
VAC0971,VACCINO ANTIVAIOLOSO LANCY,"Vaccin contre la variole de première génération, virus vivant de la vaccine",False,VAC1122
VAC0972,VIROFLUSOMA,"Vaccin contre la grippe saisonnière inactivé trivalent, à antigène de surface",False,VAC0925
VAC0973,VIROFLU,"Vaccin contre la grippe saisonnière inactivé trivalent, à virosome",False,VAC0925
VAC0974,MENCEVAX AC,Vaccin polyosidique non conjugué contre les méningocoques des sérogroupes A et C,False,VAC0151
VAC0975,PERTURIX,"Vaccin coquelucheux (acellulaire multicomposé, dose standard, 3 composants)",False,VAC1167
VAC0976,VACCINO ANTICOLERICO ISI,"Cholera vaccine, unspecified",False,VAC0144
VAC0977,ENTEROVACCINO ISI,"Vaccin typhoïdique entier inactivé, voie orale",False,VAC0817
VAC0978,VAC.DIFTO TETANO ISI,"Vaccin diphtérique (anatoxine, dose non précisée) et tétanique (anatoxine)",False,VAC0382
VAC0979,VACCINO ANTITETANICO ISI,Vaccin tétanique (anatoxine),False,VAC0132
VAC0980,VAC.DPT ISI,"Vaccin diphtérique (anatoxine, dose non précisée), tétanique (anatoxine) et coquelucheux (acellulaire, dose non précisée)",False,VAC0797
VAC0981,VACCINO PERTOSSE ISI,"Pertussis vaccine, unspecified",False,VAC0796
VAC0982,VACCINO TIFICO ISI,"Typhoid vaccine, unspecified",False,VAC0112
VAC0983,VACCINO ANTIPOL ISI,"Vaccin poliomyélitique (entier inactivé, trivalent)",False,VAC0270
VAC0984,VACCINO ANTIVAIOLOSO ISI,"Vaccin contre la variole de première génération, virus vivant de la vaccine",False,VAC1122
VAC0985,VACCINO TAB TE ISI,"Vaccin tétanique (anatoxine), typhoïdique (entier inactivé) et paratyphoïdique A et B (entier inactivé)",False,VAC1194
VAC0986,H ATETAL ISI,Vaccin tétanique (anatoxine),False,VAC0132
VAC0987,TANRIX,Vaccin tétanique (anatoxine),False,VAC0132
VAC0988,VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK,"Vaccin polyosidique non conjugué contre les méningocoques des sérogroupes A, C, W et Y",False,VAC0152
VAC0989,HANTAVAX,"Vaccin entier inactivé contre les fièvres hémorragiques avec syndrome rénal (FHSR) causées par un hantavirus, sans précision",False,VAC0897
VAC0990,ALPHARIX,"Vaccin contre la grippe saisonnière inactivé trivalent, à antigènes purifiés",False,VAC0925
VAC0991,FLULAVAL QUADRIVALENT,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à antigène de surface",False,VAC0938
VAC0992,AFLURIA QUADRIVALENT,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à antigène de surface",False,VAC0938
VAC0993,TD ADSORBED,"Vaccin diphtérique (anatoxine, dose réduite) et tétanique (anatoxine)",False,VAC0920
VAC0994,VARIVAX II,Vaccin vivant atténué contre la varicelle,False,VAC0159
VAC0995,IMVAMUNE,"Vaccin contre la variole de troisième génération, virus modifié de la vaccine d'Ankara, non réplicatif",False,VAC1157
VAC0996,ACAM2000,"Vaccin contre la variole de seconde génération, virus de la vaccine obtenu par culture cellulaire",False,VAC1160
VAC0997,"Vaccin Pneumocoque conjugué 13-valent, sans précision","Vaccin pneumococcique polyosidique conjugué, 13-valent, adsorbé, sérotypes 1, 3, 4 , 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F et 23F",True,
VAC0998,LC16,"Vaccin contre la variole de troisième génération, obtenu sur culture cellulaire, virus de la vaccine vivant à réplication minimale",False,VAC1177
VAC0999,WETVAX APSV,"Vaccin contre la variole de première génération, virus vivant de la vaccine",False,VAC1122
VAC1000,VACV VACCINIA VIRUS LISTER ELSTREE,"Vaccin contre la variole de première génération, virus vivant de la vaccine",False,VAC1122
VAC1001,V4020 VEEV VACCINE,Vaccin vivant atténué à ADN contre le virus de l'encéphalite équine vénézuélienne,False,VAC0895
VAC1002,Q-VAX,Vaccin inactivé contre la fièvre Q,False,VAC0896
VAC1003,TEDIVAX PRO ADULTO,"Vaccin diphtérique (anatoxine, dose réduite) et tétanique (anatoxine)",False,VAC0920
VAC1004,TEDIVAX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard) et tétanique (anatoxine), dose pédiatrique",False,VAC0137
VAC1005,REVAC-B PLUS ADULT VACCINE,"Vaccin recombinant contre l'hépatite B, dose adulte",False,VAC0915
VAC1006,SHANVAC B,"Vaccin recombinant contre l'hépatite B, 20 µg d'antigène HBs, dose pédiatrique et adulte",False,VAC0915
VAC1007,ISTIVAC4,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à virion fragmenté",False,VAC0938
VAC1008,DITEMER,"Vaccin pédiatrique diphtérique (anatoxine, dose standard) et tétanique (anatoxine)",False,VAC0137
VAC1009,TETAMER,Vaccin tétanique (anatoxine),False,VAC0132
VAC1010,TRIAMER,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (entier inactivé)",False,VAC0136
VAC1011,DITEKIBOOSTER,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et coquelucheux (acellulaire, toxine pertussique, dose réduite)",False,VAC0610
VAC1012,PICOVAX,"Vaccin poliomyélitique (entier inactivé, trivalent)",False,VAC0270
VAC1013,FLUBLOK TRIVALENT,Vaccin contre la grippe saisonnière recombinant trivalent,False,VAC1159
VAC1014,PROVARIVAX,Vaccin vivant atténué contre la varicelle,False,VAC0159
VAC1015,COMBIVAX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (entier inactivé)",False,VAC0136
VAC1016,IDFLU,"Vaccin contre la grippe saisonnière inactivé trivalent, à antigènes de surface",False,VAC0925
VAC1017,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (50 µg/50 µg)/mL MODERNA,"COVID-19 mRNA vaccine, bivalent, original virus + Omicron variant, 50 micrograms each",False,VAC1536
VAC1018,NOORA VACCINE,Vaccin recombinant à protéine RBD contre le SARS-CoV-2 (vaccin Noora),False,VAC1138
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA","Vaccin anti-covid 19 à ARNm, virus originel, dosage à 50 microgrammes",False,VAC1039
VAC1020,Hepatitis A vaccine aventis pasteur MSD,"Vaccin entier inactivé contre l'hépatite A, dose adulte",False,VAC0910
VAC1021,COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,"Vaccin à ARNm bivalent contre la covid 19, virus originel + variant Omicron BA.1, 15 microgrammes chacun",False,VAC1162
VAC1022,COMIRNATY 3 µg INFANTS AND CHILDREN BIONTECH-PFIZER,"Vaccin à ARNm contre la covid 19, usage pédiatrique (6 mois à 4 ans), 3 microgrammes",False,VAC1188
VAC1023,COMIRNATY ORIGINAL/OMICRON BA.4-5 (15/15 µg) BIONTECH-PFIZER,"Vaccin à ARNm bivalent contre la covid 19, virus originel + variant Omicron BA.4/5, 15 microgrammes chacun",False,VAC1169
VAC1024,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 (50 µg/50 µg)/mL MODERNA,"Vaccin à ARNm bivalent contre la covid 19, virus originel + variant Omicron BA.4/5, 50 microgrammes chacun",False,VAC1430
VAC1025,CORBEVAX,Vaccin protéique sous-unitaire contre la covid 19 ; autre nom : BECOV2A,False,VAC1113
VAC1026,SOBERANA 02 FINLAY-FR-2 COVID-19 VACCINE,Vaccin sous-unitaire à protéine recombinante (domaine RBD conjugué à l'anatoxine tétanique + adjuvant),False,VAC1138
VAC1027,COVIVAC CHUMAKOV COVID-19 VACCINE,Vaccin entier inactivé contre la covid 19 ; autre nom : Kovivac,False,VAC1044
VAC1028,RECOMBIVAX HB DIALYSIS,"Vaccin recombinant contre l'hépatite B, dose pour patient dialysé",False,VAC0916
VAC1029,QUINTANRIX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier intactivé), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et de l'hépatite B (recombinant)",False,VAC1181
VAC1030,GEMCOVAC-19,"Vaccin anti-covid 19 à ARNm codant la protéine de pointe du SARS-CoV-2, en cours d'essai clinique",False,VAC1166
VAC1031,SPIKEVAX 50 µg MONODOSE MODERNA,"Vaccin anti-covid 19 à ARNm, virus originel, dosage à 50 microgrammes, seringue pré-remplie",False,VAC1039
VAC1032,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (25 µg/25 µg) MODERNA,"COVID-19 bivalent mRNA vaccine, original virus + Omicron BA.1 variant, 25 micrograms each",False,VAC1538
VAC1033,COMIRNATY ORIGINAL/OMICRON BA.4-5 (5/5 µg) BIONTECH-PFIZER,"Vaccin à ARNm bivalent contre la covid 19, virus originel + variant Omicron BA.4/5, 5 microgrammes chacun, dose pédiatrique 5-11 ans",False,VAC1117
VAC1034,HEBERBIOVAC B 10 µg,"Vaccin recombinant contre l'hépatite B, dose pédiatrique",False,VAC0914
VAC1035,HEBERBIOVAC HB 20 µg,"Vaccin recombinant contre l'hépatite B, dose adulte",False,VAC0915
VAC1036,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 25 µg/25 µg MODERNA,"Vaccin à ARNm bivalent contre la covid 19, virus originel + variant Omicron BA.4/5, 25 microgrammes chacun",False,VAC1140
VAC1037,"Vaccin Encéphalite à tiques, souche Neudörfl, dose pédiatrique, sans précision","Vaccin entier inactivé contre l'encéphalite à tiques, souche Neudörfl, dose pédiatrique",True,
VAC1038,"Vaccin Encéphalite à tiques, souche Neudörfl, dose adulte, sans précision","Vaccin entier inactivé contre l'encéphalite à tiques, souche Neudörfl, dose adulte",True,
VAC1039,"Vaccin Covid 19 à ARNm, virus originel, 50 µg, sans précision","Vaccin anti-covid 19 à ARNm codant la protéine de pointe du SARS-CoV-2, virus originel, 50 microgrammes par dose",True,
VAC1040,AREXVY,"Vaccin contre le virus respiratoire syncytial (VRS), recombinant, antigène RSVPreF3 dérivé de la protéine F, avec adjuvant",False,VAC1228
VAC1041,"Vaccin Covid 19 à ARN, sans précision",Vaccin anti-covid 19 à ARN,True,
VAC1042,"Vaccin Covid 19 à vecteur viral non réplicatif, sans précision",Vaccin anti-covid 19 à vecteur viral non réplicatif,True,
VAC1043,"Vaccin Covid 19 à sous-unité protéique, sans précision",Vaccin anti-covid 19 à sous-unité protéique,True,
VAC1044,"Vaccin Covid 19 à virus entier inactivé, sans précision",Vaccin anti-covid 19 à virus entier inactivé,True,
VAC1045,INFANRIX-IPV/Hib,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, 3 composants, dose standard), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC1115
VAC1046,BEYFORTUS 50 mg (nirsevimab),Anticorps monoclonal humain contre le virus respiratoire syncytial (VRS),False,VAC1147
VAC1047,ABRYSVO,"Vaccin contre le virus respiratoire syncytial (VRS), recombinant, glycoprotéines F (préfusion), bivalent (sous-types A et B du VRS), sans adjuvant",False,VAC1224
VAC1048,DECAVAC,"Vaccin diphtérique (anatoxine, dose réduite) et tétanique (anatoxine)",False,VAC0920
VAC1049,TDVAX,"Vaccin diphtérique (anatoxine, dose réduite) et tétanique (anatoxine)",False,VAC0920
VAC1050,BEYFORTUS 100 mg (nirsevimab),Anticorps monoclonal humain contre le virus respiratoire syncytial (VRS),False,VAC1147
VAC1051,COMIRNATY OMICRON XBB.1.5 30 µg,"Vaccin à ARNm contre la covid 19, subvariant Omicron XBB.1.5, 30 microgrammes, dose adulte (+ 12 ans)",False,VAC1244
VAC1052,COMIRNATY OMICRON XBB.1.5 10 µg,"Vaccin à ARNm contre la covid 19, subvariant Omicron XBB.1.5, 10 microgrammes, dose pédiatrique (5-11 ans)",False,VAC1214
VAC1053,COMIRNATY OMICRON XBB.1.5 3 µg,"Vaccin à ARNm contre la covid 19, subvariant Omicron XBB.1.5, 3 microgrammes, dose pédiatrique (6 mois-4 ans)",False,VAC1158
VAC1054,"COMIRNATY ORIGINAL/OMICRON BA.4-5 (1,5/1,5 µg)","Vaccin à ARNm contre la covid 19, virus originel + variant Omicron BA.4/5, 1,5 microgrammes chacun, dose pédiatrique (6 MOIS-4 ANS)",False,VAC1132
VAC1055,NUVAXOVID XBB.1.5,"Vaccin anti-covid 19 à sous-unité protéique, protéine de pointe recombinante dans des nanoparticules, avec adjuvant (Matrix M), sous-variant Omicron XBB.1.5",False,VAC1236
VAC1056,R21/MATRIX-M,Vaccin contre le paludisme pré-érythrocytaire,False,VAC1237
VAC1057,ENGERIX B JUNIOR,"Vaccin recombinant contre l'hépatite B, dose pédiatrique",False,VAC0914
VAC1058,SPIKEVAX XBB.1.5 0.1 mg/mL dose 50 µg MODERNA,"Vaccin à ARNm contre la covid 19 , subvariant Omicron XBB.1.5, 50 microgrammes par dose, flacon multidose",False,VAC1243
VAC1059,"SPIKEVAX XBB.1.5 0,1 mg/mL dose 25 µg MODERNA","Vaccin à ARNm contre la covid 19, subvariant Omicron XBB.1.5, 25 microgrammes par dose, flacon multidose",False,VAC1242
VAC1060,SPIKEVAX XBB.1.5 50 µg MODERNA,"Vaccin anti-covid 19 à ARNm, subvariant Omicron XBB.1.5, dosage à 50 microgrammes",False,VAC1243
VAC1061,PENBRAYA,"Vaccin méningococcique contre les sérogroupes A, C, W et Y (polyosidique conjugué à l'anatoxine tétanique), et contre le sérogroupe B (recombinant)",False,VAC1245
VAC1062,"Immunoglobulines CMV, sans précision","Immunoglobulines contre le cytomégalovirus, intraveineuse",True,
VAC1063,"Vaccin Hépatite C, sans précision","Hepatitis C vaccine, unspecified",True,
VAC1064,"Vaccin VIH, sans précision","HIV vaccine, unspecified",True,
VAC1065,"Vaccin Lèpre, sans précision","Vaccin contre la lèpre, sans précision",True,
VAC1066,"Vaccin Mélanome, sans précision","Melanoma vaccine, unspecified",True,
