NUVA,label,comment,abstract,instanceOf
VAC0437,VAKSIN KOTIPA,"Vaccin cholérique (entier inactivé) et typhoïdique (entier inactivé), injectable",False,VAC0807
VAC0438,VAKSIN SERAP,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire ou entier inactivé, dose non précisée)",False,VAC0601
VAC0439,VAMOAVAX,Vaccin vivant atténué contre la rougeole et les oreillons,False,VAC0623
VAC0441,SKY Varicella Inj,Vaccin vivant atténué contre la varicelle (laboratoire SK Bioscience),False,VAC0159
VAC0442,VARICELLON,Immunoglobuline contre le virus de la varicelle,False,VAC0864
VAC0443,VARIE,"Vaccin contre la variole de première génération, virus vivant de la vaccine",False,VAC1122
VAC0444,VAXEM-HIB,"Vaccin anti-Haemophilus influenzae type b, oligosides capsulaires (phosphate de polyribosylribitol, PRP) conjugué à la toxine diphtérique mutante CRM197",False,VAC0919
VAC0445,VAXIPAR,Vaccin vivant atténué contre les oreillons,False,VAC0153
VAC0446,VCDT,"Vaccin pédiatrique diphtérique (anatoxine, dose standard) et tétanique (anatoxine)",False,VAC0137
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,"Vaccin pédiatrique diphtérique (anatoxine, dose standard)",False,VAC1165
VAC0448,VICPS (TYPHIM VI),Vaccin typhoïdique polyosidique non conjugué (antigène capsulaire Vi),False,VAC0713
VAC0449,VIRELON T 20,"Vaccin poliomyélitique (vivant atténué, trivalent) contre les poliovirus 1, 2 et 3, par voie orale",False,VAC0320
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA","Vaccin vivant atténué contre la rougeole, les oreillons et la rubéole",False,VAC0130
VAC0451,VIVOTIF,"Vaccin typhoïdique vivant atténué, souche de Salmonella Typhi Ty21a, par voie orale",False,VAC0424
VAC0452,VT (VACINA TRIPLICE),"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire ou entier inactivé, dose non précisée)",False,VAC0601
VAC0453,VTV (VACINA TRIPLICE VIRAL),"Vaccin vivant atténué contre la rougeole, les oreillons et la rubéole",False,VAC0130
VAC0454,VVR,Vaccin vivant atténué contre la rougeole,False,VAC0114
VAC0456,WELLTRIVAX TRIVALENTE,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire ou entier inactivé, dose non précisée)",False,VAC0601
VAC0457,YF-VAX,Vaccin vivant atténué contre la fièvre jaune,False,VAC0111
VAC0458,ZAANTIDE antitoxin,Immunoglobuline anti-toxine diphtérique,False,VAC0867
VAC0459,ZAANTITE,Vaccin tétanique (anatoxine),False,VAC0132
VAC0460,ZADITEADVAX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard) et tétanique (anatoxine)",False,VAC0137
VAC0461,ZADITEVAX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard) et tétanique (anatoxine)",False,VAC0137
VAC0462,ZAMEVAX A+C,Vaccin polyosidique non conjugué contre les méningocoques des sérogroupes A et C,False,VAC0151
VAC0463,ZAMOVAX,Vaccin vivant atténué contre la rougeole,False,VAC0114
VAC0464,ZAMRUVAX,Vaccin vivant atténué contre la rougeole et la rubéole,False,VAC0550
VAC0465,ZARUVAX,Vaccin vivant atténué contre la rubéole,False,VAC0113
VAC0466,ZATETRAVAX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire ou entier inactivé, dose non précisée)",False,VAC0601
VAC0467,ZATEVAX,Vaccin tétanique (anatoxine),False,VAC0132
VAC0468,ZATRIBAVAX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (entier inactivé)",False,VAC0136
VAC0469,ZATRIVAX,"Vaccin vivant atténué contre la rougeole, les oreillons et la rubéole",False,VAC0130
VAC0470,QUINVAXEM,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae  type b (conjugué à l'anatoxine diphtérique) et de l’hépatite B (recombinant)",False,VAC1192
VAC0471,HEPAVAX-GENE B 20 µg,"Vaccin recombinant contre l'hépatite B, dose adulte",False,VAC0915
VAC0472,PREPANDRIX,Vaccin contre la grippe A(H5N1),False,VAC0084
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,"Vaccin contre la grippe A(H5N1) (fractionné, avec adjuvant)",False,VAC0084
VAC0474,DARONRIX,Vaccin contre la grippe A(H5N1),False,VAC0084
VAC0475,FOCLIVIA,Vaccin contre la grippe A(H5N1),False,VAC0084
VAC0476,Pandemic Influenza Vaccine H5N1 Baxter,"Vaccin contre la grippe A(H5N1) (virion entier, cultivé sur cellule Vero, inactivé) multidose",False,VAC0084
VAC0477,PUMARIX,Vaccin contre la grippe A(H5N1),False,VAC0084
VAC0478,COVAXIS,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose réduite)",False,VAC0610
VAC0479,TRIAXIS,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose réduite)",False,VAC0610
VAC0480,FENDRIX,"Vaccin recombinant contre l'hépatite B, dose pour patient dyalisé",False,VAC0916
VAC0481,TRIVIVAX,"Vaccin vivant atténué contre la rougeole, les oreillons et la rubéole",False,VAC0130
VAC0482,VEPACEL,"Vaccin contre la grippe A(H5N1) (virion entier, cultivé sur cellule Vero, inactivé)",False,VAC0084
VAC0483,FLUAD PAEDIATRICS,Vaccin contre la grippe saisonnière inactivé trivalent,False,VAC0925
VAC0484,RABIVAX-S,Vaccin rabique entier inactivé,False,VAC0131
VAC0485,TETAGAM P (immunoglobuline),Immunoglobuline anti-tétanique,False,VAC0497
VAC0486,NIMENRIX,"Vaccin polyosidique conjugué quadrivalent contre les méningocoques des sérogroupes A, C, W et Y (conjugué à l'anatoxine tétanique)",False,VAC1182
VAC0487,MENHIBRIX,Vaccin conjugué anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et contre les méningocoques des sérogroupes C et Y (conjugué à l'anatoxine tétanique),False,VAC1220
VAC0488,PENTAXIM,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard, 5 composants), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC1115
VAC0489,TRIMOVAX,"Vaccin vivant atténué contre la rougeole, les oreillons et la rubéole",False,VAC0130
VAC0490,KINRIX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard) et poliomyélitique (entier inactivé, trivalent)",False,VAC0551
VAC0491,TENIVAC,"Vaccin diphtérique (anatoxine, dose réduite) et tétanique (anatoxine)",False,VAC0920
VAC0492,AFLURIA,"Vaccin contre la grippe saisonnière inactivé trivalent, à virion fragmenté",False,VAC0925
VAC0494,TRITANRIX HepB,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé) et de l’hépatite B (recombinant), adsorbé",False,VAC1208
VAC0495,BEXSERO,Vaccin contre les méningococciques du sérogroupe B à 4 composants,False,VAC1240
VAC0496,GAMMATETANOS (immunoglobulines),Immunoglobuline anti-tétanique,False,VAC0497
VAC0497,"Immunoglobuline Tétanos, sans précision",Immunoglobuline anti-tétanique,True,
VAC0498,IMOGAM RAGE,"Immunoglobuline anti-rabique, origine humaine",False,VAC0358
VAC0499,BERIRAB,"Immunoglobuline anti-rabique, origine humaine",False,VAC0358
VAC0500,FAVIRAB,"Immunoglobuline anti-rabique, origine équine",False,VAC0503
VAC0501,EQUIRAB (immunoglobuline),"Immunoglobuline anti-rabique, origine équine",False,VAC0503
VAC0502,"Immunoglobuline Rage, sans précision","Immunoglobuline anti-rabique, origine humaine ou équine",True,
VAC0503,"Immunoglobuline Rage origine équine, sans précision","Immunoglobuline anti-rabique, origine équine",True,
VAC0504,INFANRIX Polio HIB Nourrissons,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC1115
VAC0505,HIBEST,Vaccin conjugué anti-Hemophilus influenzae de type b composé du PRP (polyribosylribitol phosphate) conjugué à l'anatoxine tétanique,False,VAC0345
VAC0506,"Vaccin pentavalent DTCaHibP - Diphtérie-Tétanos-Coqueluche-Hib-Polio, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard), poliomyélitique (entier inactivé, trivalent) et anti-Haemophilus influenzae type b (conjugué, sans précision)",True,
VAC0507,HEXACIMA,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique), poliomyélitique (entier inactivé, trivalent) et de l’hépatite B (recombinant), adsorbé",False,VAC1121
VAC0508,JEEV 3 µg,"Vaccin entier inactivé contre l'encéphalite japonaise, préparé sur cellules Vero, 3 microgrammes",False,VAC1111
VAC0509,BIKEN,"Vaccin entier inactivé contre l'encéphalite japonaise, préparé sur tissu cérébral murin, souche Nakayama, voie injectable 
Autre nom : JEVAX",False,VAC1196
VAC0510,HEXYON,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard, 2 composants), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique), poliomyélitique (entier inactivé, trivalent) et de l’hépatite B (recombinant), adsorbé",False,VAC1121
VAC0511,SILGARD,"Vaccin contre les papillomavirus humains à base de VLP (Virus Like Particles ou pseudo particules virales), quadrivalent (types 6, 11, 16 et 18), recombinant, adsorbé",False,VAC0859
VAC0512,"Vaccin Typhus, sans précision",Vaccin contre le typhus exanthématique (typhus épidémique à poux),True,
VAC0513,HEPATYRIX,"Vaccin typhoïdique (non conjugué, antigène polyosidique Vi purifié) combiné au vaccin contre l'hépatite A (entier inactivé)",False,VAC1114
VAC0514,ROTARIX,"Vaccin monovalent contre les rotavirus, par voie orale",False,VAC1235
VAC0515,INFANRIX POLIO,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard) et poliomyélitique (entier inactivé, trivalent), dose pédiatrique",False,VAC0551
VAC0516,ABHAYRAB,Vaccin rabique entier inactivé,False,VAC0131
VAC0517,FLUARIXTETRA,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à virion fragmenté",False,VAC0938
VAC0518,STAMARIL (multidose),Vaccin vivant atténué contre la fièvre jaune,False,VAC0111
VAC0520,IMVANEX,"Vaccin contre la variole de troisième génération, virus modifié de la vaccine d'Ankara, non réplicatif",False,VAC1157
VAC0521,FLUENZ TETRA,"Vaccin contre la grippe saisonnière vivant atténué quadrivalent, par voie nasale",False,VAC1112
VAC0523,GARDASIL 9,"Vaccin contre les papillomavirus humains à base de VLP (Virus Like Particles ou pseudo particules virales), nonavalent (types 6, 11, 16, 18, 31, 33, 45, 52 et 58), recombinant, adsorbé",False,VAC0860
VAC0524,TEVAX,Vaccin tétanique (anatoxine),False,VAC0132
VAC0525,INFANRIX PENTA,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard), poliomyélitique (entier inactivé, trivalent) et de l’hépatite B (recombinant), adsorbé",False,VAC1174
VAC0526,HECOLIN,Vaccin recombinant peptidique contre l'hépatite E,False,VAC0917
VAC0527,VACCIN DIPHTERIQUE ET TETANIQUE ADSORBE,"Vaccin pédiatrique diphtérique (anatoxine, dose standard) et tétanique (anatoxine)",False,VAC0137
VAC0528,MOSQUIRIX,Vaccin contre l'hépatite B et le paludisme,False,VAC1238
VAC0529,IMOVAX TETANO,Vaccin tétanique (anatoxine),False,VAC0132
VAC0530,TETANOL PUR,Vaccin tétanique (anatoxine),False,VAC0132
VAC0531,TETANOS ADSORBE MERIEUX,Vaccin tétanique (anatoxine),False,VAC0132
VAC0532,TETANUS VACCIN,"Vaccin tétanique (anatoxine), commercialisé en Hollande par Bilthoven Biologicals",False,VAC0132
VAC0534,MENJUGATE 10 µg,Vaccin méningococcique polyosidique conjugué contre le sérogroupe C,False,VAC1211
VAC0535,VAXELIS,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard, 5 composants), anti-Haemophilus influenzae type b (conjugué à la protéine de membrane externe de Neisseria meningitidis sérogroupe B), poliomyélitique (entier inactivé, trivalent) et de l’hépatite B (recombinant), adsorbé",False,VAC1215
VAC0538,VACCIN BCG BIOMED-LUBLIN,Vaccin contre la tuberculose (vivant atténué),False,VAC0134
VAC0539,DENGVAXIA,"Vaccin vivant atténué, chimérique recombinant, quadrivalent [sérotypes 1, 2, 3 et 4] du virus de la dengue (basé sur le vaccin fièvre jaune 17D)",False,VAC1201
VAC0540,IPAD T,Vaccin tétanique (anatoxine),False,VAC0132
VAC0541,BOOSTRIX,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose réduite)",False,VAC0610
VAC0542,Vaccin D.T.P. Pasteur,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et poliomyélitique (entier inactivé, trivalent)",False,VAC0088
VAC0543,HEXAXIM,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique), poliomyélitique (entier inactivé, trivalent) et de l’hépatite B (recombinant), adsorbé",False,VAC1121
VAC0544,TETRAXIM,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard) et poliomyélitique (entier inactivé, trivalent)",False,VAC0551
VAC0545,EUVAX B 20 µg,"Vaccin recombinant contre l'hépatite B, dose adulte",False,VAC0915
VAC0546,DULTAVAX,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC0549
VAC0549,"Vaccin dTP - Diphtérie-Tétanos-Polio, dose réduite, sans précision","Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et poliomyélitique (entier inactivé, trivalent)",True,
VAC0550,"Vaccin RR - Rougeole-Rubéole, sans précision",Vaccin vivant atténué contre la rougeole et la rubéole,True,
VAC0551,"Vaccin DTCaP - Diphtérie-Tétanos-Coqueluche-Polio, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard) et poliomyélitique (entier inactivé, trivalent)",True,
VAC0552,"Vaccin hexavalent DTPCaHibHepB - Diphtérie-Tétanos-Polio-Coqueluche acellulaire -Hib-Hépatite B, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard), poliomyélitique (entier inactivé, trivalent), anti-Haemophilus influenzae type b (conjugué, sans précision) et de l'hépatite B (recombinant)",True,
VAC0553,"Vaccin pentavalent DTCeHibP - Diphtérie-Tétanos-Coqueluche-Hib-Polio, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae type b (conjugué, sans précision) et poliomyélitique (entier inactivé, trivalent)",True,
VAC0554,PEDIACEL,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard, 5 composants), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC1115
VAC0555,CombAct-HIB,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC1126
VAC0556,MENITORIX,Vaccin conjugué anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et contre les méningocoques du sérogroupe C (conjugué à l'anatoxine tétanique),False,VAC1230
VAC0560,VAXIGRIPTETRA,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à virion fragmenté",False,VAC1200
VAC0561,IMOJEV,"Vaccin vivant atténué contre l'encéphalite japonaise, recombinant chimérique",False,VAC1193
VAC0562,INFLUVAC TETRA,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à antigène de surface",False,VAC0938
VAC0563,ALPHA-RIX-TETRA,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à virion fragmenté",False,VAC0938
VAC0566,PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD,"Vaccin pneumococcique polyosidique non conjugué, 23-valent, sérotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F et 33F",False,VAC0339
VAC0567,SHINGRIX,"Vaccin contre le zona (recombinant, avec adjuvant)",False,VAC1241
VAC0568,BOOSTRIX-POLIO,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, 5 composants, dose réduite) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC0585
VAC0569,INFANRIX-IPV,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard) et poliomyélitique (entier inactivé, trivalent)",False,VAC0551
VAC0570,HIBERIX,Vaccin conjugué anti-Hemophilus influenzae de type b composé du PRP (polyribosylribitol phosphate) conjugué à l'anatoxine tétanique,False,VAC0345
VAC0573,AGRIFLU,"Vaccin contre la grippe saisonnière inactivé trivalent, à antigène de surface",False,VAC0925
VAC0574,Td POLIO ADSORBED,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC0549
VAC0575,FSME-IMMUN,"Vaccin entier inactivé contre l'encéphalite à tiques, souche Neudörfl, dose adulte",False,VAC1038
VAC0576,FLUVIRAL,Vaccin contre la grippe saisonnière inactivé trivalent,False,VAC0925
VAC0577,TRIPACEL HYBRID,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose standard)",False,VAC0602
VAC0578,INFANRIX-HIB,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard) et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False,VAC1164
VAC0579,CLAIRYG 50 mg/mL,"Immunoglobuline contre la rougeole, origine humaine",False,VAC0862
VAC0580,CLAIRYG,"Immunoglobuline contre la rougeole, origine humaine",False,VAC0862
VAC0582,TRUMENBA,"Vaccin contre les méningocoques du sérogroupe B (recombinant, adsorbé)",False,VAC1152
VAC0585,"Vaccin dTcaP - Diphtérie-Tétanos-Coqueluche-Polio, dose réduite, sans précision","Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, 5 composants, dose réduite) et poliomyélitique (entier inactivé, trivalent), adsorbé",True,
VAC0586,Ervebo,"Vaccin contre le virus Ebola Zaïre (rVSVΔG-ZEBOV-GP, vivant)",False,VAC1199
VAC0590,VACCIN BCG AJVACCINES,Vaccin contre la tuberculose (vivant atténué),False,VAC0134
VAC0591,VIVAXIM,"Vaccin typhoïdique (non conjugué, antigène polyosidique Vi purifié) combiné au vaccin contre l'hépatite A (entier inactivé), présenté en seringue à deux compartiments",False,VAC1114
VAC0592,SPEEDA,"Vaccin rabique entier inactivé, cultivé sur cellules Vero, inactivé par la bêta-propiolactone",False,VAC1116
VAC0593,VERORAB,"Vaccin rabique entier inactivé, souche WISTAR PM/WI 38-1503-3M, cultivé sur cellules Vero, inactivé par la bêta-propiolactone",False,VAC1116
VAC0594,MenQuadfi,"Vaccin polyosidique conjugué quadrivalent contre les méningocoques des sérogroupes A, C, W et Y (conjugué à l'anatoxine tétanique)",False,VAC1182
VAC0595,FLUCELVAX TETRA,"Vaccin contre la grippe saisonnière inactivé quadrivalent, produit sur culture cellulaire",False,VAC1200
VAC0596,"Vaccin pentavalent DTCaHibHepB - Diphtérie-Tétanos-Coqueluche-Hib-Hépatite B, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, dose standard), anti-Haemophilus influenzae type b (conjugué, sans précision) et de l'hépatite B (recombinant)",True,
VAC0598,"Vaccin pentavalent DTCeHibHepB - Diphtérie-Tétanos-Coqueluche-Hib-Hépatite B, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae type b (conjugué, sans précision) et de l'hépatite B (recombinant)",True,
VAC0599,"Vaccin pentavalent DTCoqHibHepB - Diphtérie-Tétanos-Coqueluche-Hib-Hépatite B, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (acellulaire ou entier inactivé, dose non précisée), anti-Haemophilus influenzae type b (conjugué, sans précision) et de l'hépatite B (recombinant)",True,
VAC0600,"Vaccin Poliomyélite bivalent OPV 1-3, sans précision","Vaccin poliomyélitique (vivant atténué, bivalent) contre les poliovirus 1 et 3, par voie orale",True,
VAC0601,"Vaccin DTC - Diphtérie-Tétanos-Coqueluche, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire ou entier inactivé, dose non précisée)",True,
VAC0602,"Vaccin DTCa - Diphtérie-Tétanos-Coqueluche, dose standard, sans précision","Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose standard)",True,
VAC0603,ComVac3,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (entier inactivé)",False,VAC0136
VAC0610,"Vaccin dTca - Diphtérie-Tétanos-Coqueluche, dose réduite, sans précision","Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose réduite)",True,
VAC0611,SHAN-5,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et de l’hépatite B (recombinant) - Autre nom : Vaccin liquide DTCe-Hep B-Hib",False,VAC1181
VAC0612,DTP-vax FINLAY,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (entier inactivé)",False,VAC0136
VAC0613,BORYUNG DTap VACCINE,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose standard)",False,VAC0602
VAC0614,TDAPBOOSTER AJ VACCINES,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine) et coquelucheux (acellulaire multicomposé, dose réduite)",False,VAC0610
VAC0615,VACCIN T.P. PASTEUR,"Vaccin tétanique (anatoxine) et poliomyélitique (entier inactivé, trivalent)",False,VAC0380
VAC0620,IXCHIQ,Vaccin vivant atténué contre le chikungunya. Autre nom : VLA1553.,False,VAC1198
VAC0621,"MenC, unspecified","Vaccin méningococcique polyosidique conjugué à l'anatoxine tétanique contre le sérogroupe C (Produit par la ""Ezequiel Dias Foundation"")",False,VAC1184
VAC0622,EOLARIX,Vaccin vivant atténué contre la rougeole et la rubéole,False,VAC0550
VAC0623,"Vaccin Rougeole et Oreillons, sans précision",Vaccin vivant atténué contre la rougeole et les oreillons,True,
VAC0624,M-M-Vax,Vaccin vivant atténué contre la rougeole et les oreillons,False,VAC0623
VAC0625,MORATEN,Vaccin vivant atténué contre la rougeole,False,VAC0114
VAC0626,MoRu Viraten,Vaccin vivant atténué contre la rougeole et la rubéole,False,VAC0550
VAC0627,MORUMAN,Vaccin vivant atténué contre la rougeole,False,VAC0114
VAC0628,Immravax,"Vaccin vivant atténué contre la rougeole, les oreillons et la rubéole",False,VAC0130
VAC0631,MENINVACTKIT,Vaccin méningococcique polyosidique conjugué contre le sérogroupe C,False,VAC1211
VAC0632,OPVERO,"Vaccin poliomyélitique (vivant atténué, trivalent) contre les poliovirus 1, 2 et 3, par voie orale",False,VAC0320
VAC0633,ZABDENO,Vaccin contre le virus Ebola à vecteur viral vivant non réplicatif recombinant,False,VAC1205
VAC0634,MVABEA,Vaccin contre le virus Ebola à vecteur viral non réplicatif,False,VAC1183
VAC0635,PREFLUCEL,"Vaccin contre la grippe saisonnière inactivé trivalent, à antigènes purifiés",False,VAC0925
VAC0636,FluMist Quadrivalent,"Vaccin contre la grippe saisonnière vivant atténué quadrivalent, par voie nasale",False,VAC1112
VAC0637,IPAD DT,"Vaccin pédiatrique diphtérique (anatoxine, dose standard) et tétanique (anatoxine)",False,VAC0137
VAC0638,IPAD POLIO,"Vaccin poliomyélitique (entier inactivé, trivalent)",False,VAC0270
VAC0639,ADACEL POLIO,"Vaccin diphtérique (anatoxine, dose réduite), tétanique (anatoxine), coquelucheux (acellulaire multicomposé, 5 composants, dose réduite) et poliomyélitique (entier inactivé, trivalent), adsorbé",False,VAC0585
VAC0640,TRITANRIX HepB+Hib,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et de l’hépatite B (recombinant)",False,VAC1181
VAC0641,GLOBORIX,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier inactivé), anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique) et contre les méningocoques des sérogroupes A et C (conjugué à l'anatoxine tétanique)",False,VAC1219
VAC0642,Fluzone High-Dose Quadrivalent,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à virion fragmenté, haute dose",False,VAC1146
VAC0643,"Vaccin Méningocoques ACWY conjugué, sans précision","Vaccin méningococcique polyosidique conjugué quadrivalent contre les sérogroupes A, C, W et Y",True,
VAC0644,QDENGA,"Vaccin vivant atténué, chimérique recombinant, quadrivalent contre les quatre sérotypes (1, 2, 3 et 4) du virus de la dengue 
Autres noms : TAK-003 ; DENVAX ; DENGUE TETRAVALENT VACCINE (LIVE, ATTENUATED) TAKEDA",False,VAC1178
VAC0645,IMMU ORR,"Vaccin vivant atténué contre la rougeole, les oreillons et la rubéole",False,VAC0130
VAC0646,CECOLIN,"Vaccin contre les papillomavirus humains à base de VLP (Virus Like Particles ou pseudo particules virales ), bivalent (types 16 et 18), recombinant (exprimé par Escherichia coli)",False,VAC0858
VAC0647,ROTASIIL,Vaccin contre les rotavirus,False,VAC0158
VAC0648,"Vaccin Covid 19, sans précision",Vaccin anti-covid 19,True,
VAC0649,EFLUELDA TETRA,"Vaccin contre la grippe saisonnière inactivé quadrivalent, à virion fragmenté, haute dose",False,VAC1146
VAC0650,VAXZEVRIA ASTRAZENECA,"Vaccin anti-covid 19 à vecteur viral non réplicatif, adénovirus de chimpanzé ChadOx1 codant la protéine de pointe du SARS-CoV-2",False,VAC1170
VAC0651,CORONAVAC SINOVAC COVID-19 VACCINE,"Vaccin anti-covid 19 à virus entier inactivé, adjuvé (adjuvant : hydroxyde d'aluminium)",False,VAC1119
