NUVA,label,comment,abstract,instanceOf
VAC0874,INNOFLU,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen, adjuvanted with MF59C.2",False,VAC0925
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,"Pre-pandemic influenza A(H5N1) vaccine, live attenuated, nasal",False,VAC0084
VAC0876,CINQUERIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False,VAC1115
VAC0877,INFANRIX HEPB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and hepatitis B pediatric vaccine, adsorbed",False,VAC1216
VAC0878,TRITANRIX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False,VAC0136
VAC0879,ACELLUVAX,"Pertussis (multicomponent acelullar, 3 components, standard dose) vaccine",False,VAC1167
VAC0880,"Pentawalentna szczepionka przeciwko błonicy, tężcowi, krztuścowi, Hib-Polio (DTPerHibIPV), nieokreślona","Toksoid błoniczy (dawka standardowa), toksoid tężcowy, krztusiec (nieokreślony), skoniugowana szczepionka przeciwko Haemophilus influenzae typu b (skoniugowana, nieokreślona) oraz inaktywowana szczepionka przeciwko polio (trójwalentna) pediatryczna, adsorbowana",True,
VAC0881,"Żywa, atenuowana szczepionka przeciwko japońskiemu zapaleniu mózgu, nieokreślona","Żywa atenuowana szczepionka przeciwko japońskiemu zapaleniu mózgu, szczep i platforma produkcyjna nieokreślone",True,
VAC0882,CANDID 1,"Live attenuated Argentine hemorrhagic fever vaccine, Junin virus",False,VAC1134
VAC0883,ENTEROVACCINO TIFICO SCLAVO,"Whole-cell inactivated typhoid vaccine, oral",False,VAC0817
VAC0884,DIF-PER-TET-ALL CHIRON,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, 3 components, standard dose) pediatric vaccine, adsorbed",False,VAC0602
VAC0885,INFLUPOZZI ZONALE,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen",False,VAC0925
VAC0886,MONO OPV1,"Polio vaccine (live attenuated, monovalent) against poliovirus types 1, oral",False,VAC0853
VAC0887,POLIORAL,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False,VAC0320
VAC0888,QUATTVAXEM,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to diphtheria toxoid) and hepatitis B (recombinant) pediatric vaccine",False,VAC1192
VAC0889,MONO OPV3,"Polio vaccine (live attenuated, monovalent) against poliovirus type 3, oral",False,VAC0854
VAC0890,NEOTYF,"Live attenuated typhoid vaccine, Salmonella Typhi Strain Ty21A, oral",False,VAC0424
VAC0891,PNEUMOPUR,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19F, 19A, 20, 22F, 23F and 33F",False,VAC0339
VAC0892,POLIOVAX-IN,Inactivated polio (trivalent) vaccine,False,VAC0270
VAC0893,VACCINO ANTICOLERICO SCLAVO,"Cholera vaccine, unspecified",False,VAC0144
VAC0894,"Adenovirus vaccine, unspecified","Szczepionka adenowirusowa, nieokreślony typ",True,
VAC0895,"Wenezuelska szczepionka przeciwko zapaleniu mózgu koni, nieokreślona",Szczepionka przeciwko wenezuelskiemu zapaleniu mózgu koni,True,
VAC0896,"Szczepionka na gorączkę Q, nieokreślona",Szczepionka przeciwko gorączce Q,True,
VAC0897,"Szczepionka hantawirusowa, nieokreślona",Szczepionka przeciwko hantawirusowi,True,
VAC0898,"Szczepionka na leiszmaniozę, nieokreślona",Szczepionka przeciwko leiszmaniozie,True,
VAC0899,"Szczepionka przeciwko ludzkiemu wirusowi paragrypy, nieokreślona",Szczepionka przeciwko ludzkiemu wirusowi parainfluenzy,True,
VAC0900,PREVENAR 20 (previously APEXXNAR),"Pneumococcal polysaccharide conjugate vaccine, 20-valent, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F and 33F - Other name : Prevnar 20 in the USA",False,VAC1163
VAC0901,MENCEVAX ACW,"Unconjugated meningococcal polysaccharide vaccine, serogroups A, C and W",False,VAC1109
VAC0902,"RSzczepionka przeciwko wściekliźnie typu Semple, nieokreślona","Inaktywowana szczepionka przeciwko wściekliźnie, zawierająca cały wirion, przygotowana z koziej lub owczej tkanki mózgowej zakażonej wirusem wścieklizny, zawierająca mielinę",True,
VAC0903,"Szczepionka przeciwko wściekliźnie typu Fuenzalida, nieokreślona","Inaktywowana w całości szczepionka przeciwko wściekliźnie, przygotowana z tkanki mózgowej myszy zakażonej wirusem wścieklizny, o zmniejszonej zawartości mieliny",True,
VAC0904,"Szczepionka przeciwko wściekliźnie zarodków kaczych, nieokreślona","Inaktywowana w całości szczepionka przeciwko wściekliźnie, oczyszczona szczepionka z zarodków kaczek (PDEV), inaktywowana ß-propiolaktonem",True,
VAC0905,"Szczepionka przeciwko wściekliźnie PHKCV, nieokreślona","Inaktywowana szczepionka zawierająca całe wirusy wścieklizny, oparta na kulturach komórkowych, szczep z pierwotnych komórek nerkowych chomika (PHKCV), szczep pekiński, inaktywacja formaliną",True,
VAC0906,"Szczepionka na półpasiec, nieokreślona",Szczepionka przeciwgrzybicza,True,
VAC0907,"Szczepionka przeciwko adenowirusowi typu 4, nieokreślona",Szczepionka przeciwko adenowirusowi typu 4,True,
VAC0908,"Szczepionka przeciwko adenowirusowi typu 7, nieokreślona",Szczepionka przeciwko adenowirusowi typu 7,True,
VAC0909,Antytoksyna botulinowa,Antytoksyna przeciwko botulizmowi,True,
VAC0910,"Inaktywowana szczepionka przeciwko wirusowemu zapaleniu wątroby typu A, dawka dla dorosłych, nieokreślona","Inaktywowana szczepionka przeciwko wirusowemu zapaleniu wątroby typu A, dawka dla dorosłych",True,
VAC0911,"Wirusowe zapalenie wątroby Szczepionka cała inaktywowana, jednoważna, dawka pediatryczna, nieokreślona","Inaktywowana szczepionka zawierająca całe wirusy, monowalentna, dawka pediatryczna",True,
VAC0912,"Szczepionka przeciwko wirusowemu zapaleniu wątroby typu A, dawka pediatryczna, nieokreślona","Inaktywowana szczepionka przeciwko wirusowemu zapaleniu wątroby typu A, dawka pediatryczna, postać nieokreślona (monowalentna lub dwuwartościowa z wirusowym zapaleniem wątroby typu B)",True,
VAC0913,BIMERVAX,"COVID-19 vaccine, protein subunit, recombinant spike protein, RBD fusion heterodimer, adjuvanted",False,VAC1138
VAC0914,"Szczepionka przeciwko wirusowemu zapaleniu wątroby typu B, monowalentna, dawka pediatryczna, nieokreślona","Rekombinowana szczepionka przeciw wirusowemu zapaleniu wątroby typu B, monowalentna, dawka pediatryczna",True,
VAC0915,"Szczepionka przeciwko wirusowemu zapaleniu wątroby typu B, monowalentna, dawka dla dorosłych, nieokreślona","Rekombinowana szczepionka przeciw wirusowemu zapaleniu wątroby typu B, monowalentna, dawka dla dorosłych",True,
VAC0916,"Szczepionka przeciwko wirusowemu zapaleniu wątroby typu B, monowalentna, dawka dla pacjentów dializowanych, nieokreślona","Rekombinowana szczepionka przeciwko wirusowemu zapaleniu wątroby typu B, monowalentna, dawkowana dla pacjentów dializowanych",True,
VAC0917,"Szczepionka przeciwko wirusowemu zapaleniu wątroby typu E, nieokreślona",Rekombinowana szczepionka peptydowa przeciwko wirusowemu zapaleniu wątroby typu E,True,
VAC0918,"Szczepionka PRP-D Hib, nieokreślona",Szczepionka skoniugowana przeciwko Hemophilus influenzae typu b składająca się z PRP (fosforan polirybozylobitolu) skoniugowanego z toksoidem błoniczym,True,
VAC0919,"Szczepionka Hib hbOC, nieokreślona","Szczepionka Haemophilus influenzae typu b, oligozydy otoczkowe (fosforan polirybozylobitolu, PRP) sprzężone ze zmutowaną toksyną błoniczą CRM197",True,
VAC0920,"Szczepionka przeciw błonicy i tężcowi Td, nieokreślona","Szczepionka przeciwko błonicy (toksoid, dawka zmniejszona) i tężcowi (toksoid)",True,
VAC0921,"Szczepionka przeciwko japońskiemu zapaleniu mózgu, nieokreślona",Szczepionka przeciwko japońskiemu zapaleniu mózgu,True,
VAC0922,"Żywa, atenuowana szczepionka adenowirusowa typu 4 i typu 7, doustna",Szczepionka przeciwko adenowirusowi typu 7 i 4,True,
VAC0923,"Przeciwciało monoklonalne przeciwko wirusowi syncytialnemu układu oddechowego, nieokreślone",Przeciwciało monoklonalne przeciwko RSV,True,
VAC0924,FLUZONE INTRADERMAL,"Trivalent inactivated seasonal influenza vaccine, high dose, intradermal",False,VAC1249
VAC0925,"Trójwalentna inaktywowana szczepionka przeciw grypie, nieokreślona","Trójwartościowa inaktywowana szczepionka przeciwko grypie sezonowej, podzielona lub podjednostkowa, dawka standardowa",True,
VAC0926,FLUCELVAX,"Trivalent inactivated seasonal influenza vaccine, produced in cell culture",False,VAC1175
VAC0927,"Szczepionka mRNA przeciwko COVID-19, dawka pediatryczna, nieokreślona","Szczepionka COVID-19 mRNA, dawka pediatryczna",True,
VAC0928,"Żywa, atenuowana szczepionka przeciwko wirusowemu zapaleniu wątroby typu A, nieokreślona",Żywa atenuowana szczepionka przeciwko wirusowemu zapaleniu wątroby typu A,True,
VAC0929,"Czterowalentna inaktywowana szczepionka przeciw grypie, dawka pediatryczna, nieokreślona","Szczepionka przeciwko grypie sezonowej, inaktywowana, czterowalentna, dawka pediatryczna",True,
VAC0930,Ad5-nCoV COVID-19 INHALATION VACCINE,"COVID-19 vaccine, non-replicating viral vector, adenovirus type 5, for inhalation",False,VAC1135
VAC0931,FLUBLOK QUADRIVALENT,Quadrivalent recombinant seasonal influenza vaccine,False,VAC0932
VAC0932,"Czterowalentna rekombinowana szczepionka przeciw grypie, nieokreślona",Czterowalentna rekombinowana szczepionka przeciwko grypie sezonowej,True,
VAC0933,"TICOVAC 2,7µg","Tick-borne encephalitis vaccine, whole-virus inactivated, Neudörfl strain, adult dose",False,VAC1038
VAC0934,VACCIN OREILLONS AVENTIS PASTEUR MSD,Live attenuated mumps vaccine,False,VAC0153
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,"Whole virion inactivated rabies vaccine, WISTAR PM/WI 38-1503-3M strain, grown on Vero cells, inactivated with ß-propiolactone",False,VAC1116
VAC0936,VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD,"Unconjugated polysaccharide pneumococcal vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False,VAC0339
VAC0937,"Szczepionka na botulizm, nieokreślona",Szczepionka przeciwko botulizmowi,True,
VAC0938,"Czterowalentna szczepionka przeciw grypie, nieokreślona","Czterowalentna inaktywowana szczepionka przeciwko grypie sezonowej, szczepionka z rozszczepionym wirionem lub antygenem powierzchniowym",True,
VAC0939,PREHEVBRIO,"Recombinant hepatitis B vaccine, three antigens (HbS, pre-S1 and pre-S2)",False,VAC1145
VAC0940,SPUTNIK-LIGHT,"COVID-19 vaccine with non-replicating viral vector, adenovirus encoding the peak protein of SARS-CoV-2",False,VAC1195
VAC0941,"Immunoglobulina przeciw wąglikowi, nieokreślona",Immunoglobulina Antrax,True,
VAC0942,"Szczepionka przeciwko wściekliźnie zarodków kurcząt, nieokreślona","Inaktywowana, pełna szczepionka przeciwko wściekliźnie, hodowana w komórkach embrionu kurzego (CEEC), inaktywowana ß-propiolaktonem",True,
VAC0943,"RabKomórki diploidalne szczepionki przeciw wściekliźnie, nieokreślone","Inaktywowana cała szczepionka przeciwko wściekliźnie, przygotowana w ludzkiej diploidalnej kulturze komórkowej (HDCV) MRC-5, inaktywowana ß-propiolaktonem",True,
VAC0944,"Inaktywowana doustna szczepionka przeciw cholerze z całym wirionem, nieokreślona",Inaktywowana cała doustna szczepionka przeciwko cholerze,True,
VAC0945,"Grupa serologiczna szczepionki przeciw meningokokom nieznana, nieokreślona",Szczepionka przeciw meningokokom o nieokreślonej serogrupie,True,
VAC0946,TYPHIDRALL,"Typhoid and paratyphoid A and B vaccine, whole-cell inactivated",False,VAC0818
VAC0947,IMMU-PHILUS,"Haemophilus influenzae type b vaccine, PRP polysaccharide conjugated to Neisseria meningitidis serogroup B outer membrane protein",False,VAC0344
VAC0948,BACITHRAX,"Acellular anthrax vaccine, 50 micrograms per 0.5 mL dose, adjuvanted",False,VAC1279
VAC0949,IMOVAX BCG,Tuberculosis vaccine,False,VAC0134
VAC0950,IMOVAX DTP,"Diphtheria toxoid (standard dose), tetanus toxoid and inactivated polio (trivalent) pediatric vaccine",False,VAC0088
VAC0951,IMOVAX POLIO ORALE,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False,VAC0320
VAC0952,IMOVAX COLERA,Inactivated whole-cell cholera vaccine for injection,False,VAC0805
VAC0953,PROCOMVAX,Hepatitis B and Haemophilus influenzae type b vaccine (OMP conjugate),False,VAC1217
VAC0954,JAPANESE ENCEPHALITIS VACCINE,"Whole inactivated Japanese encephalitis vaccine, prepared in murine brain tissue, Nakayama strain, injectable, Korean Green Cross Corporation vaccine",False,VAC1196
VAC0955,PULMOVAX,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False,VAC0339
VAC0956,VACCINO COLERICO BERNA,Inactivated whole-cell cholera vaccine for injection,False,VAC0805
VAC0957,VACCINO BCG BERNA,Live attenuated tuberculosis vaccine,False,VAC0134
VAC0958,ADIUGRIP,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen",False,VAC0925
VAC0959,STREPTOPUR,"Pneumococcal unconjugated polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False,VAC0339
VAC0960,VIATIM,"Hepatitis A (inactivated, adsorbed) and typhoid vaccine (polysaccharide)",False,VAC1114
VAC0961,ANATOXAL TE N,Tetanus vaccine vaccine,False,VAC0132
VAC0962,ANATOXAL DI TE N ADULT,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False,VAC0920
VAC0963,ANATOXAL DI TE PER,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False,VAC0136
VAC0964,ANATOXAL DI,Diphtheria toxoid vaccine (reduced dose),False,VAC1172
VAC0965,ANATOXAL TE TAB,"Tetanus toxoid, typhoid (whole-cell inactivated) and paratyphoid A and B (whole-cell inactivated) vaccines",False,VAC1194
VAC0966,JYNNEOS,"Smallpox vaccine, third generation, modified vaccinia virus Ankara, non-replicative",False,VAC1157
VAC0967,HEPASOMA,"Inactivated whole-cell hepatitis A vaccine, virosome, pediatric or adult",False,VAC0824
VAC0968,INFLEXAL V,"Trivalent inactivated seasonal influenza vaccine, virosome",False,VAC0925
VAC0969,LYSSAVAC N BERNA,"Whole virion inactivated rabies vaccine, cultured on Vero cells",False,VAC1116
VAC0970,TETATOX,Tetanus toxoid vaccine,False,VAC0132
VAC0971,VACCINO ANTIVAIOLOSO LANCY,"Smallpox vaccine, first-generation, live vaccinia virus",False,VAC1122
VAC0972,VIROFLUSOMA,"Trivalent inactivated seasonal influenza vaccine, surface antigen",False,VAC0925
VAC0973,VIROFLU,"Trivalent inactivated seasonal influenza vaccine, virosome",False,VAC0925
VAC0974,MENCEVAX AC,"Unconjugated meningococcal polysaccharide vaccine, serogroups A and C",False,VAC0151
VAC0975,PERTURIX,"Pertussis  (acellular multicomponent, 3 components) vaccine",False,VAC1167
VAC0976,VACCINO ANTICOLERICO ISI,"Cholera vaccine, unspecified",False,VAC0144
VAC0977,ENTEROVACCINO ISI,"Inactivated whole typhoid vaccine, oral",False,VAC0817
VAC0978,VAC.DIFTO TETANO ISI,Diphtheria toxoid (unspecified dose) and tetanus toxoid vaccine,False,VAC0382
VAC0979,VACCINO ANTITETANICO ISI,Tetanus toxoid vaccine,False,VAC0132
VAC0980,VAC.DPT ISI,"Diphtheria toxoid (unspecified dose), tetanus toxoid and pertussis (acellular, unspecified dose) vaccine",False,VAC0797
VAC0981,VACCINO PERTOSSE ISI,"Pertussis vaccine, unspecified",False,VAC0796
VAC0982,VACCINO TIFICO ISI,"Typhoid vaccine, unspecified",False,VAC0112
VAC0983,VACCINO ANTIPOL ISI,"Polio vaccine (whole inactivated, trivalent)",False,VAC0270
VAC0984,VACCINO ANTIVAIOLOSO ISI,"Smallpox vaccine, first-generation, live vaccinia virus",False,VAC1122
VAC0985,VACCINO TAB TE ISI,"Tetanus toxoid, typhoid (whole-cell inactivated) and paratyphoid A and B (whole-cell inactivated) vaccine",False,VAC1194
VAC0986,H ATETAL ISI,Tetanus toxoid vaccine,False,VAC0132
VAC0987,TANRIX,Tetanus toxoid vaccine,False,VAC0132
VAC0988,VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK,"Unconjugated meningococcal polysaccharide vaccine, serogroups A, C, W and Y",False,VAC0152
VAC0989,HANTAVAX,Whole-virion Inactivated vaccine against haemorrhagic fever with renal syndrome (HFRS) caused by hantavirus,False,VAC0897
VAC0990,ALPHARIX,Trivalent inactivated seasonal influenza vaccine with purified antigens,False,VAC0925
VAC0991,FLULAVAL QUADRIVALENT,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False,VAC0938
VAC0992,AFLURIA QUADRIVALENT,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False,VAC0938
VAC0993,TD ADSORBED,Diphtheria toxoid (reduced dose) and tetanus toxoid vaccine,False,VAC0920
VAC0994,VARIVAX II,Live attenuated chickenpox vaccine,False,VAC0159
VAC0995,IMVAMUNE,"Smallpox vaccine, third generation, modified vaccinia virus Ankara, non-replicative",False,VAC1157
VAC0996,ACAM2000,"Smallpox vaccine, second generation, cell-cultured vaccinia virus",False,VAC1160
VAC0997,"13-walentna szczepionka skoniugowana przeciwko pneumokokom, nieokreślona","13-walentna pneumokokowa szczepionka skoniugowana, adsorbowana, serotypy 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F i 23F",True,
VAC0998,LC16,"Smallpox vaccine, third generation (cell cultured vaccinia virus)",False,VAC1177
VAC0999,WETVAX APSV,"Smallpox vaccine, first-generation, live vaccinia virus",False,VAC1122
VAC1000,VACV VACCINIA VIRUS LISTER ELSTREE,"Smallpox vaccine, first-generation, live vaccinia virus",False,VAC1122
VAC1001,V4020 VEEV VACCINE,Live-attenuated V4020 for Venezuelan equine encephalitis virus vaccine,False,VAC0895
VAC1002,Q-VAX,Inactivated Q fever vaccine,False,VAC0896
VAC1003,TEDIVAX PRO ADULTO,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False,VAC0920
VAC1004,TEDIVAX,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid), paediatric dose",False,VAC0137
VAC1005,REVAC-B PLUS ADULT VACCINE,"Recombinant hepatitis B vaccine, adult dose",False,VAC0915
VAC1006,SHANVAC B,"Recombinant hepatitis B vaccine, HBsAg 20 µg, children and adult dose",False,VAC0915
VAC1007,ISTIVAC4,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False,VAC0938
VAC1008,DITEMER,Diphtheria toxoid (standard dose) and tetanus toxoid vaccine,False,VAC0137
VAC1009,TETAMER,Tetanus toxoid vaccine,False,VAC0132
VAC1010,TRIAMER,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False,VAC0136
VAC1011,DITEKIBOOSTER,"Diphtheria toxoid (low dose), tetanus toxoid and pertussis toxoid (acellular, low dose) vaccine",False,VAC0610
VAC1012,PICOVAX,Inactivated polio (trivalent) vaccine,False,VAC0270
VAC1013,FLUBLOK TRIVALENT,Trivalent recombinant seasonal influenza vaccine,False,VAC1159
VAC1014,PROVARIVAX,Live attenuated chickenpox vaccine,False,VAC0159
VAC1015,COMBIVAX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False,VAC0136
VAC1016,IDFLU,"Trivalent inactivated seasonal influenza vaccine, surface antigen",False,VAC0925
VAC1017,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (50 µg/50 µg)/mL MODERNA,"COVID-19 mRNA vaccine, bivalent, original virus + Omicron variant, 50 micrograms each",False,VAC1536
VAC1018,NOORA VACCINE,"COVID-19 vaccine, recombinant protein subunit",False,VAC1138
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA","COVID-19 mRNA vaccine, original virus, 50 micrograms",False,VAC1039
VAC1020,Hepatitis A vaccine aventis pasteur MSD,"Whole virion inactivated hepatitis A vaccine, monovalent, adult dose",False,VAC0910
VAC1021,COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.1, 15 micrograms of each",False,VAC1162
VAC1022,COMIRNATY 3 µg INFANTS AND CHILDREN BIONTECH-PFIZER,"COVID-19 mRNA vaccine, pediatric, 3 micrograms",False,VAC1188
VAC1023,COMIRNATY ORIGINAL/OMICRON BA.4-5 (15/15 µg) BIONTECH-PFIZER,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.4/5, 15 micrograms of each",False,VAC1169
VAC1024,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 (50 µg/50 µg)/mL MODERNA,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.4/5, 50 micrograms of each",False,VAC1430
VAC1025,CORBEVAX,"COVID-19 vaccine, protein subunit, recombinant spike protein; other name: BECOV2A",False,VAC1113
VAC1026,SOBERANA 02 FINLAY-FR-2 COVID-19 VACCINE,"COVID-19 vaccine, protein subunit, recombinant spike protein (RBD domain conjugated to tetanus toxoid + adjuvant)",False,VAC1138
VAC1027,COVIVAC CHUMAKOV COVID-19 VACCINE,"COVID-19 vaccine, whole virion inactivated; other name: Kovivac",False,VAC1044
VAC1028,RECOMBIVAX HB DIALYSIS,"Recombinant hepatitis B vaccine, dialysis patient dosage",False,VAC0916
VAC1029,QUINTANRIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid)  and hepatitis B (recombinant) pediatric vaccine",False,VAC1181
VAC1030,GEMCOVAC-19,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False,VAC1166
VAC1031,SPIKEVAX 50 µg MONODOSE MODERNA,"COVID-19 mRNA vaccine, original virus, 50 micrograms, pre-filled syringe",False,VAC1039
VAC1032,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (25 µg/25 µg) MODERNA,"COVID-19 bivalent mRNA vaccine, original virus + Omicron BA.1 variant, 25 micrograms each",False,VAC1538
VAC1033,COMIRNATY ORIGINAL/OMICRON BA.4-5 (5/5 µg) BIONTECH-PFIZER,"COVID-19 bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 5 micrograms each, paediatric dose 5-11 years",False,VAC1117
VAC1034,HEBERBIOVAC B 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False,VAC0914
VAC1035,HEBERBIOVAC HB 20 µg,"Recombinant hepatitis B vaccine, adult dose",False,VAC0915
VAC1036,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 25 µg/25 µg MODERNA,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.4/5, 25 micrograms of each",False,VAC1140
VAC1037,"Szczepionka na kleszczowe zapalenie mózgu, szczep Neudörfl, dawka pediatryczna, nieokreślona","Szczepionka na kleszczowe zapalenie mózgu, inaktywowana całym wirusem, szczep Neudörfl, dawka pediatryczna",True,
VAC1038,"Szczepionka na kleszczowe zapalenie mózgu, szczep Neudörfl, dawka dla dorosłych, nieokreślona","Szczepionka na kleszczowe zapalenie mózgu, inaktywowana całym wirusem, szczep Neudörfl, dawka dla dorosłych",True,
VAC1039,"Szczepionka mRNA przeciwko COVID-19, wirus oryginalny, 50 µg, nieokreślony","Szczepionka mRNA przeciwko COVID-19, oryginalny wirus, 50 mikrogramów na dawkę",True,
VAC1040,AREXVY,"Respiratory syncytial virus (RSV) vaccine, recombinant, RSVPreF3 antigen derived from F protein, adjuvanted",False,VAC1228
VAC1041,"Szczepionka RNA przeciwko Covid-19, nieokreślona",Szczepionka RNA przeciwko Covid-19,True,
VAC1042,"Szczepionka przeciwko COVID-19, niereplikujący wektor wirusowy, nieokreślony","Szczepionka przeciwko COVID-19, niereplikujący wektor wirusowy",True,
VAC1043,"Szczepionka przeciwko COVID-19, podjednostka białka, nieokreślona","Szczepionka przeciwko COVID-19, podjednostka białka",True,
VAC1044,"Szczepionka przeciwko COVID-19, inaktywowany cały wirion, nieokreślony","Szczepionka na Covid-19, inaktywowany cały wirion",True,
VAC1045,INFANRIX-IPV/Hib,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), inactivated polio (trivalent) and Haemophilus influenzae type b pediatric vaccine",False,VAC1115
VAC1046,BEYFORTUS 50 mg (nirsevimab),Human RSV monoclonal antibody,False,VAC1147
VAC1047,ABRYSVO,"Respiratory Syncytial Virus (RSV) vaccine, recombinant prefusion F glycoproteins of RSV, bivalent (subtypes A and B), non-adjuvanted",False,VAC1224
VAC1048,DECAVAC,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False,VAC0920
VAC1049,TDVAX,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False,VAC0920
VAC1050,BEYFORTUS 100 mg (nirsevimab),Human RSV monoclonal antibody,False,VAC1147
VAC1051,COMIRNATY OMICRON XBB.1.5 30 µg,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 30 micrograms, adult dose (+ 12 years)",False,VAC1244
VAC1052,COMIRNATY OMICRON XBB.1.5 10 µg,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 30 micrograms, adult dose (+ 12 years)",False,VAC1214
VAC1053,COMIRNATY OMICRON XBB.1.5 3 µg,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 3 micrograms, paediatric dose (6 months-4 years)",False,VAC1158
VAC1054,"COMIRNATY ORIGINAL/OMICRON BA.4-5 (1,5/1,5 µg)","COVID-19 mRNA vaccine, original virus + Omicron BA.4/5 variant, 1.5 micrograms each, paediatric dose (6 MONTHS-4 YEARS)",False,VAC1132
VAC1055,NUVAXOVID XBB.1.5,"COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M), Omicron XBB.1.5 subvariant",False,VAC1236
VAC1056,R21/MATRIX-M,R21/Matrix-M pre-erythrocytic malaria vaccine,False,VAC1237
VAC1057,ENGERIX B JUNIOR,"Hepatitis B recombinant vaccine, pediatric dose",False,VAC0914
VAC1058,SPIKEVAX XBB.1.5 0.1 mg/mL dose 50 µg MODERNA,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 50 micrograms per dose, multidose vial",False,VAC1243
VAC1059,"SPIKEVAX XBB.1.5 0,1 mg/mL dose 25 µg MODERNA","COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 25 micrograms per dose, multidose vial",False,VAC1242
