NUVA,label,comment,abstract,instanceOf
VAC0443,VARIE,"Smallpox vaccine, first-generation, live vaccinia virus",False,VAC1122
VAC0444,VAXEM-HIB,Haemophilus influenzae type b (conjugated to diphtheria toxoid) vaccine,False,VAC0919
VAC0445,VAXIPAR,Live mumps vaccine,False,VAC0153
VAC0446,VCDT,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False,VAC0137
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,Diphtheria toxoid (standard dose) pediatric vaccine,False,VAC1165
VAC0448,VICPS (TYPHIM VI),Polysaccharide typhoid vaccine (Vi capsular antigen),False,VAC0713
VAC0449,VIRELON T 20,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False,VAC0320
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA","Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC0451,VIVOTIF,"Live attenuated typhoid vaccine, strain Ty21a, oral",False,VAC0424
VAC0452,VT (VACINA TRIPLICE),"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated or acellular, unspecified dose) pediatric vaccine",False,VAC0601
VAC0453,VTV (VACINA TRIPLICE VIRAL),"Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC0454,VVR,Live attenuated measles vaccine,False,VAC0114
VAC0456,WELLTRIVAX TRIVALENTE,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated or acellular, unspecified dose) pediatric vaccine",False,VAC0601
VAC0457,YF-VAX,Live attenuated yellow fever vaccine,False,VAC0111
VAC0458,ZAANTIDE antitoxin,Diphtheria antitoxin immunoglobulin,False,VAC0867
VAC0459,ZAANTITE,Tetanus toxoid vaccine,False,VAC0132
VAC0460,ZADITEADVAX,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False,VAC0137
VAC0461,ZADITEVAX,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False,VAC0137
VAC0462,ZAMEVAX A+C,"Unconjugated meningococcal polysaccharide vaccine, serogroups A and C",False,VAC0151
VAC0463,ZAMOVAX,Live attenuated measles vaccine,False,VAC0114
VAC0464,ZAMRUVAX,Live attenuated measles and rubella vaccine,False,VAC0550
VAC0465,ZARUVAX,Live attenuated rubella vaccine,False,VAC0113
VAC0466,ZATETRAVAX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated or acellular, unspecified dose) pediatric vaccine",False,VAC0601
VAC0467,ZATEVAX,Tetanus toxoid vaccine,False,VAC0132
VAC0468,ZATRIBAVAX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False,VAC0136
VAC0469,ZATRIVAX,"Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC0470,QUINVAXEM,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to diphtheria toxoid) and hepatitis B (recombinant) pediatric vaccine",False,VAC1192
VAC0471,HEPAVAX-GENE B 20 µg,"Recombinant hepatitis B vaccine, adult dose",False,VAC0915
VAC0472,PREPANDRIX,Influenza A(H5N1) vaccine,False,VAC0084
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,"Influenza A(H5N1) vaccine (split, adjuvanted)",False,VAC0084
VAC0474,DARONRIX,Influenza A(H5N1) vaccine,False,VAC0084
VAC0475,FOCLIVIA,Influenza A(H5N1) vaccine,False,VAC0084
VAC0476,Pandemic Influenza Vaccine H5N1 Baxter,"Influenza A(H5N1) vaccine (whole virion, Vero cell cultured, inactivated) multidose",False,VAC0084
VAC0477,PUMARIX,Influenza A(H5N1) vaccine,False,VAC0084
VAC0478,COVAXIS,"Diphtheria toxoid (low dose), tetanus toxoid and pertussis (multicomponent acellular, low dose) vaccine",False,VAC0610
VAC0479,TRIAXIS,"Diphtheria toxoid (low dose), tetanus toxoid and pertussis (multicomponent acellular, low dose) vaccine",False,VAC0610
VAC0480,FENDRIX,"Recombinant hepatitis B vaccine, dialysis patient dosage",False,VAC0916
VAC0481,TRIVIVAX,"Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC0482,VEPACEL,"Influenza A(H5N1) vaccine (whole virion, Vero cell cultured, inactivated)",False,VAC0084
VAC0483,FLUAD PAEDIATRICS,Trivalent inactivated seasonal influenza vaccine,False,VAC0925
VAC0484,RABIVAX-S,Whole virion inactivated rabies vaccine,False,VAC0131
VAC0485,TETAGAM P (immunoglobuline),Anti-tetanus immunoglobulin,False,VAC0497
VAC0486,NIMENRIX,"Quadrivalent meningococcal polysaccharide conjugate vaccine, serogroups A, C, W and Y (conjugated to tetanus toxoid)",False,VAC1182
VAC0487,MENHIBRIX,"Haemophilus influenzae type b and meningococcal conjugate vaccine, serogroup A and C (conjugated to tetanus toxoid)",False,VAC1220
VAC0488,PENTAXIM,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False,VAC1115
VAC0489,TRIMOVAX,"Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC0490,KINRIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False,VAC0551
VAC0491,TENIVAC,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False,VAC0920
VAC0492,AFLURIA,"Trivalent inactivated seasonal influenza vaccine, split virion",False,VAC0925
VAC0494,TRITANRIX HepB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and hepatitis B (recombinant) pediatric vaccine",False,VAC1208
VAC0495,BEXSERO,"4-component meningococcal vaccine, serogroup B",False,VAC1240
VAC0496,GAMMATETANOS (immunoglobulines),Anti-tetanus immunoglobulin,False,VAC0497
VAC0497,"Tetanus immunoglobulin, unspecified",Immunoglobulina przeciwtężcowa,True,
VAC0498,IMOGAM RAGE,"Rabies immunoglobulin, human origin",False,VAC0358
VAC0499,BERIRAB,"Rabies immunoglobulin, human origin",False,VAC0358
VAC0500,FAVIRAB,"Rabies immunoglobulin, equine origin",False,VAC0503
VAC0501,EQUIRAB (immunoglobuline),"Rabies immunoglobulin, equine origin",False,VAC0503
VAC0502,"Rabies immunoglobulin, unspecified","Immunoglobulina przeciwko wściekliźnie, pochodzenia ludzkiego lub końskiego",True,
VAC0503,"Rabies immunoglobulin equine origin, unspecified","Immunoglobulina przeciw wściekliźnie, pochodzenia końskiego",True,
VAC0504,INFANRIX Polio HIB Nourrissons,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False,VAC1115
VAC0505,HIBEST,"Haemophilus influenzae type b vaccine, capsular polysaccharide (polyribosylribitol phosphate, PRP) conjugated to tetanus toxoid",False,VAC0345
VAC0506,"Pentavalent DTaPHibIPV vaccine, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy, wielokomponentowy acelularny krztusiec (dawka standardowa), Haemophilus influenzae typu b (skoniugowana nieokreślona) oraz inaktywowana szczepionka pediatryczna przeciwko polio (trójwalentna)",True,
VAC0507,HEXACIMA,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False,VAC1121
VAC0508,JEEV 3 µg,"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells, 3 micrograms",False,VAC1111
VAC0509,BIKEN,"Whole virion inactivated Japanese encephalitis vaccine, mouse brain-derived, Nakayama strain - Other name: JEVAX",False,VAC1196
VAC0510,HEXYON,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, 2 components, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False,VAC1121
VAC0511,SILGARD,"Human Papillomavirus vaccine, based on VLP (Virus Like Particles), nonavalent (types 6, 11, 16, and 18), recombinant, adsorbed",False,VAC0859
VAC0512,"Typhus vaccine, unspecified",Szczepionka przeciwko tyfusowi epidemicznemu (tyfus epidemiczny wszy),True,
VAC0513,HEPATYRIX,"Hepatitis A (inactivated, adsorbed) and typhoid vaccine (polysaccharide)",False,VAC1114
VAC0514,ROTARIX,"Monovalent rotavirus vaccine, oral",False,VAC1235
VAC0515,INFANRIX POLIO,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False,VAC0551
VAC0516,ABHAYRAB,Whole virion inactivated rabies vaccine,False,VAC0131
VAC0517,FLUARIXTETRA,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False,VAC0938
VAC0518,STAMARIL (multidose),Live attenuated yellow fever vaccine,False,VAC0111
VAC0520,IMVANEX,"Smallpox vaccine, third generation, modified vaccinia virus Ankara, non-replicative",False,VAC1157
VAC0521,FLUENZ TETRA,"Live attenuated quadrivalent seasonal influenza vaccine, nasal",False,VAC1112
VAC0523,GARDASIL 9,"Human Papillomavirus vaccine, based on VLP (Virus Like Particles), nonavalent (types 6, 11, 16, 18, 31, 33, 45, 52, and 58), recombinant, adsorbed",False,VAC0860
VAC0524,TEVAX,Tetanus toxoid vaccine,False,VAC0132
VAC0525,INFANRIX PENTA,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False,VAC1174
VAC0526,HECOLIN,Recombinant Hepatitis E Peptide vaccine,False,VAC0917
VAC0527,VACCIN DIPHTERIQUE ET TETANIQUE ADSORBE,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False,VAC0137
VAC0528,MOSQUIRIX,Hepatitis B and malaria vaccine,False,VAC1238
VAC0529,IMOVAX TETANO,Tetanus toxoid vaccine,False,VAC0132
VAC0530,TETANOL PUR,Tetanus toxoid vaccine,False,VAC0132
VAC0531,TETANOS ADSORBE MERIEUX,Tetanus toxoid vaccine,False,VAC0132
VAC0532,TETANUS VACCIN,"Tetanus toxoid vaccine, marketed in Holland by Bilthoven Biologicals",False,VAC0132
VAC0534,MENJUGATE 10 µg,"Meningococcal conjugate vaccine, serogroup C (conjugated to CRM197 Protein)",False,VAC1211
VAC0535,VAXELIS,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to outer membrane protein of Neisseria meningitidis serogroup B), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False,VAC1215
VAC0538,VACCIN BCG BIOMED-LUBLIN,Tuberculosis vaccine,False,VAC0134
VAC0539,DENGVAXIA,"Live attenuated, chimeric recombinant, quadrivalent vaccine against the four serotypes (1, 2, 3 and 4) of dengue virus (based on yellow fever vaccine 17D)",False,VAC1201
VAC0540,IPAD T,Tetanus toxoid vaccine,False,VAC0132
VAC0541,BOOSTRIX,"Diphtheria toxoid (low dose), tetanus toxoid and pertussis (multicomponent acellular, low dose) vaccine",False,VAC0610
VAC0542,Vaccin D.T.P. Pasteur,"Diphtheria toxoid (standard dose), tetanus toxoid and inactivated polio (trivalent) pediatric vaccine",False,VAC0088
VAC0543,HEXAXIM,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False,VAC1121
VAC0544,TETRAXIM,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False,VAC0551
VAC0545,EUVAX B 20 µg,"Recombinant hepatitis B vaccine, adult dose",False,VAC0915
VAC0546,DULTAVAX,"Diphtheria toxoid (low dose), tetanus toxoid and inactivated polio (trivalent) vaccine, adsorbed",False,VAC0549
VAC0549,"dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified","Toksoid błoniczy (niska dawka), toksoid tężcowy i inaktywowana szczepionka przeciwko polio (trójwalentna)",True,
VAC0550,"Measles-Rubella vaccine, unspecified",Żywa atenuowana szczepionka przeciwko odrze i różyczce,True,
VAC0551,"DTaPIPV vaccine, standard dose, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy, wielokomponentowa acelularna szczepionka przeciw krztuścowi (dawka standardowa) oraz inaktywowana szczepionka przeciw polio (trójwalentna) dla dzieci",True,
VAC0552,"DTaPHibHepBIPV hexavalent vaccine, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy, wielokomponentowa acelularna szczepionka przeciw krztuścowi (dawka standardowa), Haemophilus influenzae typu b (skoniugowana nieokreślona), inaktywowana szczepionka przeciw polio (trójwartościowa) i szczepionka przeciw wirusowemu zapaleniu wątroby typu B (rekombinowana) dla dzieci",True,
VAC0553,"Pentavalent DTwPHibIPV vaccine, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy, krztusiec pełnokomórkowy, skoniugowana szczepionka przeciwko Haemophilus influenzae typu b (skoniugowana nieokreślona) oraz inaktywowana szczepionka przeciwko polio (trójwalentna) pediatryczna",True,
VAC0554,PEDIACEL,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False,VAC1115
VAC0555,CombAct-HIB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False,VAC1126
VAC0556,MENITORIX,"Haemophilus influenzae type b and meningococcal conjugate vaccine, serogroup C (conjugated to tetanus toxoid)",False,VAC1230
VAC0560,VAXIGRIPTETRA,"Quadrivalent inactivated seasonal influenza vaccine, surface antigens",False,VAC1200
VAC0561,IMOJEV,"Live attenuated Japanese encephalitis vaccine, recombinant chimeric",False,VAC1193
VAC0562,INFLUVAC TETRA,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False,VAC0938
VAC0563,ALPHA-RIX-TETRA,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False,VAC0938
VAC0566,PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False,VAC0339
VAC0567,SHINGRIX,"Shingles vaccine (recombinant, with adjuvant)",False,VAC1241
VAC0568,BOOSTRIX-POLIO,"Diphtheria toxoid (low dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, low dose) and inactivated polio (trivalent) vaccine, adsorbed",False,VAC0585
VAC0569,INFANRIX-IPV,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False,VAC0551
VAC0570,HIBERIX,Haemophilus influenzae type b conjugate vaccine (tetanus protein conjugate),False,VAC0345
VAC0573,AGRIFLU,"Trivalent inactivated seasonal influenza vaccine, surface antigen",False,VAC0925
VAC0574,Td POLIO ADSORBED,"Diphtheria toxoid (low dose), tetanus toxoid and inactivated polio (trivalent) vaccine, adsorbed",False,VAC0549
VAC0575,FSME-IMMUN,"Tick-borne encephalitis vaccine, whole-virus inactivated, Neudörfl strain, adult dose",False,VAC1038
VAC0576,FLUVIRAL,Trivalent inactivated seasonal influenza vaccine,False,VAC0925
VAC0577,TRIPACEL HYBRID,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) pediatric vaccine",False,VAC0602
VAC0578,INFANRIX-HIB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and Haemophilus influenzae type b (conjugated to tetanus toxoid) pediatric vaccine",False,VAC1164
VAC0579,CLAIRYG 50 mg/mL,"Measles immunoglobulin, human origin",False,VAC0862
VAC0580,CLAIRYG,"Measles immunoglobulin, human origin",False,VAC0862
VAC0582,TRUMENBA,"Meningococcal vaccine, serogroup B (recombinant, adsorbed)",False,VAC1152
VAC0585,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified","Toksoid błoniczy (mała dawka), toksoid tężcowy, wieloskładnikowa acelularna szczepionka przeciw krztuścowi (5 składników, mała dawka) i inaktywowana szczepionka przeciw polio (trójwartościowa), adsorbowana",True,
VAC0586,Ervebo,"Ebola Zaire vaccine (rVSVΔG-ZEBOV-GP, live)",False,VAC1199
VAC0590,VACCIN BCG AJVACCINES,Tuberculosis vaccine,False,VAC0134
VAC0591,VIVAXIM,"Hepatitis A (inactivated, adsorbed) and typhoid vaccine (polysaccharide), presented in a two-compartment syringe",False,VAC1114
VAC0592,SPEEDA,"Whole virion inactivated rabies vaccine, cultured on Vero cells",False,VAC1116
VAC0593,VERORAB,"Whole virion inactivated rabies vaccine, WISTAR PM/WI 38-1503-3M strain, cultured on Vero cells, inactivated with ß-propiolactone",False,VAC1116
VAC0594,MenQuadfi,"Quadrivalent meningococcal polysaccharide conjugate vaccine, serogroups A, C, W and Y (conjugated to tetanus toxoid)",False,VAC1182
VAC0595,FLUCELVAX TETRA,"Quadrivalent inactivated seasonal influenza vaccine, cell-based",False,VAC1200
VAC0596,"DTaPHibHepB pentavalent vaccine, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy i wielokomponentowy acelularny krztusiec (dawka standardowa), Haemophilus influenzae typu b (skoniugowana, nieokreślona) oraz szczepionka pediatryczna przeciwko wirusowemu zapaleniu wątroby typu B (rekombinowana)",True,
VAC0598,"DTwPHibHepB pentavalent vaccine, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy, inaktywowany całokomórkowo krztusiec, Haemophilus influenzae typu b (skoniugowana, nieokreślona) i wirusowe zapalenie wątroby typu B (rekombinowane), szczepionka pediatryczna",True,
VAC0599,"DTPerHibHepB pentavalent vaccine, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy i wielokomponentowa acelularna szczepionka przeciw krztuścowi (nieokreślona), Haemophilus influenzae typu b (skoniugowana, nieokreślona) oraz pediatryczna szczepionka przeciw wirusowemu zapaleniu wątroby typu B (rekombinowana)",True,
VAC0600,"OPV bivalent 1-3, unspecified","Szczepionka przeciwko polio (żywa, atenuowana, dwuwartościowa) przeciwko poliovirusowi typu 1 i 3, doustna",True,
VAC0601,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified","Toksoid błoniczy (dawka standardowa), toksoid tężcowy i całokomórkowy inaktywowany lub acelularny krztusiec (dawka nieokreślona) szczepionka pediatryczna",True,
VAC0602,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified","Szczepionka pediatryczna zawierająca toksoid błoniczy (dawka standardowa), toksoid tężcowy i wieloskładnikowy acelularny krztusiec (dawka standardowa)",True,
VAC0603,ComVac3,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False,VAC0136
VAC0610,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified","Szczepionka zawierająca toksoid błoniczy (mała dawka), toksoid tężcowy i wieloskładnikową szczepionkę acelularną przeciwko krztuścowi (mała dawka)",True,
VAC0611,SHAN-5,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to tetanus toxoid) and hepatitis B (recombinant) pediatric vaccine - Other name: DTwP-Hep B-Hib Liquid Vaccine",False,VAC1181
VAC0612,DTP-vax FINLAY,"Diphtheria toxoid (standard dose), tetanus toxoid and whole-cell inactivated pertussis pediatric vaccine",False,VAC0136
VAC0613,BORYUNG DTap VACCINE,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) pediatric vaccine",False,VAC0602
VAC0614,TDAPBOOSTER AJ VACCINES,"Diphtheria toxoid (low dose), tetanus toxoid and pertussis (multicomponent acellular, low dose) vaccine",False,VAC0610
VAC0615,VACCIN T.P. PASTEUR,Tetanus toxoid and inactivated polio (trivalent) vaccine,False,VAC0380
VAC0620,IXCHIQ,Live attenuated chikungunya vaccine,False,VAC1198
VAC0621,"MenC, unspecified","Meningococcal conjugate Vaccine, serogroup C (conjugated to tetanus toxoid, Produced by the Ezequiel Dias Foundation)",False,VAC1184
VAC0622,EOLARIX,Live attenuated measles and rubella vaccine,False,VAC0550
VAC0623,"Measles-mumps vaccine, unspecified",Żywa atenuowana szczepionka przeciwko odrze i śwince,True,
VAC0624,M-M-Vax,Live attenuated measles and mumps vaccine,False,VAC0623
VAC0625,MORATEN,Live attenuated measles vaccine,False,VAC0114
VAC0626,MoRu Viraten,Live attenuated measles and rubella vaccine,False,VAC0550
VAC0627,MORUMAN,Live attenuated measles vaccine,False,VAC0114
VAC0628,Immravax,"Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC0631,MENINVACTKIT,"Meningococcal conjugate vaccine, serogroup C (conjugated to CRM197 Protein)",False,VAC1211
VAC0632,OPVERO,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False,VAC0320
VAC0633,ZABDENO,Ebola virus vaccine with live non-replicating recombinant virus vector,False,VAC1205
VAC0634,MVABEA,Ebola virus vaccine with non-replicating viral vector,False,VAC1183
VAC0635,PREFLUCEL,"Trivalent inactivated seasonal influenza vaccine, purified antigens",False,VAC0925
VAC0636,FluMist Quadrivalent,Live attenuated quadrivalent seasonal influenza vaccine,False,VAC1112
VAC0637,IPAD DT,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False,VAC0137
VAC0638,IPAD POLIO,Inactivated polio (trivalent) vaccine,False,VAC0270
VAC0639,ADACEL POLIO,"Diphtheria toxoid (low dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, low dose) and inactivated polio (trivalent) vaccine, adsorbed",False,VAC0585
VAC0640,TRITANRIX HepB+Hib,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to tetanus toxoid) and hepatitis B (recombinant) pediatric vaccine",False,VAC1181
VAC0641,GLOBORIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to tetanus toxoid) and meningococcal pediatric vaccine, serogroup A and C",False,VAC1219
VAC0642,Fluzone High-Dose Quadrivalent,"High-dose, quadrivalent inactivated seasonal influenza vaccine, split-virion",False,VAC1146
VAC0643,"Meningococcal ACWY conjugate vaccine, unspecified","Czterowalentna szczepionka skoniugowana przeciwko meningokokom, przeciwko serogrupom A, C, W i Y",True,
VAC0644,QDENGA,"Live attenuated, chimeric recombinant, quadrivalent vaccine against the four serotypes (1, 2, 3 and 4) of dengue virus
Other names: TAK-003; DENVAX",False,VAC1178
VAC0645,IMMU ORR,"Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC0646,CECOLIN,"Human Papillomavirus vaccine, based on VLP (Virus Like Particles), bivalent (types 16 and 18), recombinant (Escherichia coli-expressed)",False,VAC0858
VAC0647,ROTASIIL,Rotavirus vaccine,False,VAC0158
VAC0648,"COVID-19 vaccine, unspecified",Szczepionka COVID-19,True,
VAC0649,EFLUELDA TETRA,"High-dose, quadrivalent inactivated seasonal influenza vaccine, split-virion",False,VAC1146
VAC0650,VAXZEVRIA ASTRAZENECA,"COVID-19 vaccine, non-replicating chimpanzee adenoviral vector ChAdOx1 encoding the SARS-CoV-2 spike protein",False,VAC1170
VAC0651,CORONAVAC SINOVAC COVID-19 VACCINE,"COVID-19 vaccine, whole virion inactivated, adjuvanted (adjuvant: aluminium hydroxide)",False,VAC1119
VAC0652,CONVIDECIA,"COVID-19 vaccine, non-replicating adenovirus 5 vector encoding the SARS-CoV-2 spike protein",False,VAC1176
VAC0653,"Hepatitis A + Hepatitis B vaccine Child, unspecified","Skojarzona szczepionka przeciwko wirusowemu zapaleniu wątroby typu A i B, dawka pediatryczna",True,
VAC0654,"Hepatitis A + Hepatitis B vaccine Adult, unspecified","Skojarzona szczepionka przeciw wirusowemu zapaleniu wątroby typu A i B, dawka dla dorosłych",True,
VAC0655,"Diphtheria vaccine, unspecified",Toksoid błoniczy (dawka nieokreślona),True,
VAC0656,"SPIKEVAX 0,2 mg/mL MODERNA",COVID-19 mRNA vaccine,False,VAC1210
VAC0657,Chinese-WIBP-Vero-Inactivated-Covid,"COVID-19 vaccine, whole virion inactivated (Vero cell culture)",False,VAC1124
VAC0658,COMIRNATY 30 µg BIONTECH-PFIZER,"Covid 19 mRNA vaccine, from age 12, 30 micrograms",False,VAC1150
VAC0659,ZIFIVAX ANHUI COVID-19 VACCINE,"COVID-19 vaccine, protein subunit",False,VAC1138
VAC0660,Chinese-IMB-Inactivated-Covid,"COVID-19 vaccine, whole virion inactivated",False,VAC1124
VAC0661,Inovio-DNA-Covid,COVID-19 plasmid DNA vaccine,False,VAC1128
VAC0662,Osaka-DNA-covid / AG0301-COVID19,COVID-19 plasmid DNA vaccine,False,VAC1128
VAC0663,Cadila-DNA-covid,COVID-19 plasmid DNA vaccine,False,VAC1128
VAC0664,GX-19-DNA-Covid,COVID-19 plasmid DNA vaccine,False,VAC1128
VAC0665,COVAXIN BHARAT BIOTECH COVID-19 VACCINE,"COVID-19 vaccine, whole virion inactivated, adjuvated (adjuvant : TLR 7 and 8 agonist imidazoquinoline molecule adsorbed on aluminium hydroxide). Other names: BBV152, Bharat Inactivated Covid Vaccine",False,VAC1119
VAC0666,JCOVDEN (former name: JANSSEN COVID-19 VACCINE),COVID-19 vaccine with non-replicating viral vector (adenovirus),False,VAC1185
VAC0667,NUVAXOVID,"COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M) - Other name: NOVAVAX NVX-CoV2373 COVID-19 Vaccine",False,VAC1129
VAC0668,Kentucky-RBD-Covid,"COVID-19 vaccine, protein subunit",False,VAC1138
VAC0669,Arcturus-RNA-Covid,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False,VAC1166
VAC0670,SPOUTNIK V,"COVID-19 vaccine, non-replicating adenoviral vector encoding the SARS-CoV-2 spike protein",False,VAC1143
VAC0671,Clover-Spike-SCB-2019-Covid,"COVID-19 vaccine, protein subunit, recombinant spike protein",False,VAC1113
VAC0672,Vaxine-Spike-Covid,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant (Advax)",False,VAC1113
VAC0673,Queensland-Spike-MF59-Covid,"COVID-19 vaccine, protein subunit, recombinant spike protein, with adjuvant (MF59)",False,VAC1113
VAC0674,Pasteur-MSD Measles vector Covid,"COVID-19 vaccine, replicating measles virus vector encoding the SARS-CoV-2 spike protein",False,VAC1187
VAC0675,Imperial-College-RNA-Covid,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False,VAC1166
VAC0676,Curevac-RNA-Covid,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False,VAC1166
VAC0677,Chinese-PLA-ARN-Covid,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False,VAC1166
VAC0678,Medicago-VLP-Covid,"COVID-19 vaccine, VLP, recombinant spike protein, with adjuvant",False,VAC1106
